,level_0,index,CASEID,POINT_X,POINT_Y,YEAR_,LOCATION,CHPTYPE,DAYWEEK,CRASHSEV,VIOLCAT,KILLED,INJURED,WEATHER1,PEDCOL,BICCOL,MCCOL,TRUCKCOL,ETOH,TIMECAT,MONTH_,CRASHTYP,INVOLVE,PED,PRIMARYRD,SECONDRD,DISTANCE,DIRECT,INTERSECT_,PROCDATE,JURIS,DATE_,TIME_,BADGE,JURIDIST,SHIFT,POP,SPECIAL,BEATTYPE,LAPDDIV,BEATCLAS,BEATNUMB,WEATHER2,STATEHW,CALTRANC,CALTRAND,STROUTE,ROUTESUF,POSTPRE,POSTMILE,LOCATYPE,RAMP,SIDEHW,TOWAWAY,PARTIES,PCF,VIOLCODE,VIOL,VIOLSUB,HITRUN,ROADSURF,RDCOND1,RDCOND2,LIGHTING,RIGHTWAY,CHPRDTYP,NOTPRIV,STFAULT,CHPFAULT,SEVINJ,OTHERINJ,COP,PEDKILL,PEDINJ,BICKILL,BICINJ,MCKILL,MCINJURE,RAMP1,RAMP2,CITY,COUNTY,STATE,X_CHP,Y_CHP,AvgVAGE,VAGE_Minor,VAGE_Working,VAGE_Senior,MobilLimAge,F_M_VSEX,F_F_VSEX,F_A_PRACE,F_H_PRACE,F_W_PRACE,F_O_PRACE,F_B_PRACE,F_E_MOVEMENT,F_B_MOVEMENT,F_A_MOVEMENT,F_D_MOVEMENT,F_P_MOVEMENT,F_O_MOVEMENT,F_H_MOVEMENT,F_L_MOVEMENT,F_F_MOVEMENT,F_R_MOVEMENT,F_J_MOVEMENT,F_Q_MOVEMENT,F_G_MOVEMENT,F_C_MOVEMENT,F_M_MOVEMENT,F_N_MOVEMENT,F_K_MOVEMENT,F_I_MOVEMENT,F_A_VEHTYPE,F_I_VEHTYPE,F_L_VEHTYPE,F_D_VEHTYPE,F_C_VEHTYPE,F_N_VEHTYPE,F_F_VEHTYPE,F_J_VEHTYPE,F_G_VEHTYPE,F_B_VEHTYPE,F_M_VEHTYPE,F_E_VEHTYPE,F_H_VEHTYPE,PrimeModeClass
39,39,39,2463289,-122.02325584100001,37.360480168,2006,4316,0,7,4,08,0,1,A,,,,,,2100,2,B,E,A,RT 82,FAIR OAKS,600,E,N,2006-06-15,4316,2006-02-05,1840,14350,42,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,16.05,H,-,N,Y,2,A,-,22107,,N,A,H,-,C,D,0,Y,A,08,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,10.0,3.0,,,3.0,1.0,2.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
40,40,40,2463293,-122.02319739,37.360195785,2006,4316,0,1,4,01,0,1,A,,,,,Y,300,2,C,E,A,RT 82,REMINGTON AV,615,S,N,2006-06-14,4316,2006-02-06,100,13539,61,5,6,0,0,,0,006,-,Y,SCL,4,82,-,-,16.04,H,-,S,Y,2,A,-,23152,B,N,A,H,-,C,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,25.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,Motor Vehicle
41,41,41,2463298,-122.061343064,37.3690948486,2006,4316,0,6,3,09,0,2,B,,,,,,1200,2,D,C,A,KNICKERBOCKER DR,SUSAN WY,0,,Y,2006-06-07,4316,2006-02-04,946,14396,51,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,Y,2,A,-,21802,A,N,A,H,-,A,D,0,Y,A,01,0,2,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,44.5,,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
42,42,42,2463301,-122.006109019,37.352124980999996,2006,4316,0,6,4,08,0,1,C,,,,,,600,1,E,I,A,RT 82,HENDERSON AV,0,,Y,2006-05-25,4316,2006-01-28,500,15030,4,5,6,0,0,,0,004,G,Y,SCL,4,82,-,-,14.87,H,-,S,Y,1,A,-,22107,,N,B,H,-,C,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,51.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
43,43,43,2463309,-122.041341156,37.3520698547,2006,4316,0,2,4,03,0,1,A,,,,,,1500,1,C,C,A,FREMONT AV,HOLLENBECK AV,50,E,N,2006-05-19,4316,2006-01-31,1445,11145,52,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,N,3,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,34.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
44,44,44,2463317,-122.04720306200001,37.3727264404,2006,4316,0,4,4,09,0,1,A,,,,,,1500,2,D,C,A,OLIVE AV,MOLINO AV,0,,Y,2006-06-15,4316,2006-02-02,1305,98107,33,5,6,0,0,,0,003,-,N,,0,0,,,0.0,,,,Y,2,A,-,21801,A,N,A,H,-,A,D,0,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,42.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,Motor Vehicle
45,45,45,2463318,-122.050178483,37.3520736694,2006,4316,0,2,4,00,0,1,A,,Y,,,,2100,1,H,A,A,FREMONT,MARY,106,E,N,2006-05-09,4316,2006-01-31,1847,14954,53,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,N,1,D,-,0,,N,A,H,-,C,D,0,Y,-,-,0,0,1,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,49.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Bicycle
46,46,46,2463321,-122.021153057,37.3670463562,2006,4316,0,4,4,21,0,1,B,,,,,,1800,2,D,C,A,OLD SAN FRANCISCO RD,GRAND FIR AV,0,,Y,2006-06-07,4316,2006-02-02,1601,12969,42,5,6,0,0,,0,004,-,N,,0,0,,,0.0,,,,Y,2,A,-,22106,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,37.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
47,47,47,2466417,-122.034513064,37.400514982,2006,4316,2,3,4,03,0,1,A,,,,,,900,1,C,C,A,RT 101,RT 237,500,E,N,2006-05-26,9340,2006-01-25,635,14436,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,46.153999999999996,R,1,N,Y,2,A,-,22350,,N,A,H,-,C,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,C,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,46.0,,1.0,,,,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
48,48,48,2466489,-122.014429667,37.396117557,2006,4316,2,7,4,07,0,1,A,,,,,,900,1,B,C,A,RT 101,FAIR OAKS AV,100,N,-,2006-05-30,9340,2006-01-22,845,15213,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,44.85,H,-,N,Y,2,A,-,21658,A,F,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,31.0,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
49,49,49,2466505,-122.022779894,37.397953591,2006,4316,2,2,4,03,0,1,A,,,,,,900,1,C,C,A,RT 101,MATHILDA AV,1000,S,N,2006-05-24,9340,2006-01-24,830,14436,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.49,H,-,N,Y,3,A,-,22350,,N,A,H,-,A,D,1,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,34.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,Motor Vehicle
50,50,50,2472091,-122.031658404,37.3856735229,2006,4316,0,2,4,03,0,1,A,,,,,,1800,2,C,C,A,MATHILDA AV,INDIO WY,200,S,N,2006-06-02,4316,2006-02-07,1500,14139,,5,6,0,0,,0,,-,N,,0,0,,,0.0,,,,N,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,37.0,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
51,51,51,2472100,-122.03242908700001,37.3583374023,2006,4316,0,1,4,03,0,2,A,,,,,,1500,2,C,C,A,SUNNYVALE SARATOGA RD,REMINGTON DR,250,S,N,2006-06-01,4316,2006-02-13,1345,11145,52,5,6,0,0,,0,005,B,N,,0,0,,,0.0,,,,N,2,A,-,22350,,N,A,H,-,A,D,0,Y,A,08,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,27.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
52,52,52,2472122,-122.02880279899999,37.3956336975,2006,4316,0,3,4,09,0,1,A,,,,,,1500,2,D,C,A,MATHILDA AV,ALMANOR AV,60,S,N,2006-06-09,4316,2006-02-08,1430,14139,12,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,3,A,-,21804,A,N,A,H,-,A,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,47.0,,1.0,,,,1.0,,,3.0,,,,2.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
53,53,53,2472135,-121.99606239100001,37.3960723877,2006,4316,0,5,2,01,0,1,A,,,,,Y,2400,2,E,I,A,LAKEHAVEN DR,LAWRENCE EXPWY,55,W,N,2006-06-02,4316,2006-02-10,2226,14396,27,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,2,A,-,23152,A,N,A,H,-,C,A,0,Y,A,01,1,0,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,513.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
54,54,54,2476773,-122.00026305700001,37.392334984,2006,4316,4,6,1,01,1,3,B,,,,,Y,300,1,D,C,A,LAWRENCE EXPWY,RT 101,0,,Y,2007-06-19,9340,2006-01-14,210,01799,,3,6,0,2,,2,620,C,Y,SCL,4,101,-,-,43.953,R,4,S,Y,2,A,-,23152,A,F,B,H,-,C,A,1,Y,D,22,2,1,0,0,0,0,0,0,0,-,T,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,18.25,2.0,2.0,,2.0,1.0,3.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,Motor Vehicle
55,55,55,2482247,-122.04108003799999,37.37024111,2006,4316,0,5,4,03,0,1,C,,,,,,1800,2,B,I,A,WEST EL CAMINO REAL,HOLLENBECK,120,W,N,2006-06-09,4316,2006-02-17,1504,14761,33,5,6,0,0,,0,003,-,Y,SCL,4,82,-,-,17.28,H,-,N,Y,1,A,-,22350,,N,B,H,-,A,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,38.0,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
56,56,56,2482262,-122.016464517,37.3520965576,2006,4316,0,6,4,01,0,1,B,,,,,Y,2400,2,C,C,A,E FREMONT,KINGFISHER DR,110,E,N,2006-07-11,4316,2006-02-18,2212,13250,62,5,6,0,0,,0,006,-,N,,0,0,,,0.0,,,,,2,A,-,23152,A,N,A,H,-,C,D,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,48.0,,2.0,,,1.0,1.0,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
57,57,57,2482271,-122.043752633,37.370920431,2006,4316,0,2,3,11,0,1,A,Y,,,,Y,2100,1,G,B,D,RT 82,HOLLENBECK AV,905,W,N,2006-05-30,4316,2006-01-31,1900,11145,33,5,6,0,0,,0,003,-,Y,SCL,4,82,-,-,17.43,H,-,N,N,2,A,-,21955,,N,A,H,-,C,D,0,Y,N,60,0,1,0,0,1,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,86.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,Pedestrian
58,58,58,2482287,-122.034673057,37.3421936035,2006,4316,0,2,3,09,0,3,A,,,,,,1200,2,D,C,A,TENAKA PL,GRANGER TER,0,,Y,2006-06-01,4316,2006-02-14,930,11145,56,5,6,0,0,,0,005,-,N,,0,0,,,0.0,,,,Y,2,A,-,21804,A,N,A,H,-,A,D,0,Y,A,01,0,1,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,16.666666666666668,1.0,2.0,,1.0,1.0,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
59,59,59,2482291,-122.041315079,37.370141796999995,2006,4316,0,2,4,03,0,1,A,,,,,,1500,2,C,C,A,RT 82,HOLLENBECK,144,W,N,2006-06-28,4316,2006-02-14,1250,14399,52,5,6,0,0,,0,005,-,Y,SCL,4,82,-,-,17.29,H,-,S,Y,3,A,-,22350,,N,-,H,-,A,A,0,Y,-,-,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,37.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,Motor Vehicle
60,60,60,2482302,-122.011767554,37.3989753723,2006,4316,0,4,4,08,0,1,B,,,,,,2100,2,B,C,A,FAIR OAKS,WEDDELL DR,110,N,N,2006-06-07,4316,2006-02-16,1855,14399,12,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,3,A,-,22107,,N,B,H,-,C,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,42.5,,2.0,,,,2.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,Motor Vehicle
61,61,61,2482319,-122.04078144299999,37.370007076,2006,4316,0,3,4,05,0,1,A,,Y,,,,1800,2,D,G,A,PASTORIA,EL CAMINO REAL,0,,Y,2006-06-28,4316,2006-02-15,1655,15018,33,5,6,0,0,,0,003,-,Y,SCL,4,82,-,-,17.26,I,5,S,N,2,A,-,21650,1,N,A,H,-,A,A,0,Y,L,04,0,0,1,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,29.0,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
62,62,62,2484649,-122.026093062,37.4033549832,2006,4316,3,5,1,08,2,0,A,,,,,,2400,1,E,I,A,RT 237,MATHILDA AV,0,E,N,2007-06-20,9340,2006-01-20,2200,01787,,3,6,0,1,,2,220,-,Y,SCL,4,237,-,-,3.03,H,-,W,Y,1,A,-,22107,,N,A,H,-,C,D,1,Y,A,01,0,0,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,19.5,,2.0,,,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
63,63,63,2487317,-122.054160501,37.3309624194,2006,4316,3,3,4,03,0,1,A,,,,,,900,2,C,C,A,RT 85,RT 280,175,N,N,2006-08-09,9340,2006-02-08,810,15465,,1,6,0,1,,2,085,-,Y,SCL,4,85,-,R,18.301,R,1,N,N,2,A,-,22350,,N,A,H,-,A,D,6,Y,A,01,0,0,1,0,0,0,0,0,0,T,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,48.0,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
64,64,64,2487490,-122.025098023,37.403514066199996,2006,4316,3,4,4,03,0,1,A,,,,,,1800,2,C,C,A,RT 237,MATHILDA AV,250,E,N,2006-06-20,9340,2006-02-09,1700,01801,,2,6,0,1,,2,220,-,Y,SCL,4,237,-,-,3.07,H,-,W,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,D,22,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,42.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,Motor Vehicle
65,65,65,2487753,-121.996003055,37.380443573,2006,4316,4,4,4,01,0,2,B,,,,,Y,2100,2,D,C,A,LAWRENCE EXPWY,ARQUES AV,0,,Y,2006-06-05,9340,2006-02-16,1810,16957,,2,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,Y,3,A,-,23153,A,N,B,H,-,C,A,0,Y,D,22,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,57.5,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,Motor Vehicle
66,66,66,2490661,-121.995824055,37.3378791809,2006,4316,4,6,4,03,0,1,B,,,,,,300,1,C,C,A,LAWRENCE EXPWY,HOMESTEAD RD,30,N,N,2006-05-20,9340,2006-01-14,45,01799,,3,6,0,2,,2,610,C,N,,0,0,,,0.0,,,,N,2,A,-,22350,,F,B,H,-,C,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,18.0,,1.0,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
67,67,67,2490701,-122.02235808200001,37.4039896223,2006,4316,3,3,4,03,0,1,B,,,,,,900,2,C,C,A,RT 237,MATHILDA AV,850,E,N,2006-06-22,9340,2006-02-15,750,01797,,1,6,0,1,,2,220,-,Y,SCL,4,237,-,-,3.18,H,-,W,Y,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,18.666666666666668,1.0,2.0,,1.0,1.0,2.0,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
68,68,68,2490705,-122.05168174299999,37.333389184,2006,4316,1,3,4,03,0,1,A,,,,,,900,2,C,C,A,RT 280,RT 85,800,S,N,2006-06-22,9340,2006-02-15,740,01764,,1,6,0,1,,2,282,-,Y,SCL,4,280,-,-,10.59,H,-,N,Y,3,A,-,22350,,N,A,H,-,A,D,1,Y,D,23,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,58.0,,1.0,,,,1.0,1.0,,2.0,,,,,,,,,2.0,,,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,Motor Vehicle
69,69,69,2490776,-121.99582305,37.3377952576,2006,4316,4,6,4,12,0,2,A,,,,,,2400,2,A,C,A,LAWRENCE EXPWY,HOMESTEAD RD,0,,Y,2006-05-26,9340,2006-02-11,2100,18034,,2,6,0,2,,2,610,-,N,,0,0,,,0.0,,,,Y,2,A,-,21453,A,N,A,H,-,D,A,0,Y,A,01,0,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,46.0,,1.0,1.0,1.0,1.0,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
70,70,70,2491005,-122.02402306100001,37.398014982,2006,4316,2,5,4,03,0,1,B,,,,,,1800,2,D,C,A,RT 101,MATHILDA AV,60,S,N,2006-06-12,9340,2006-02-17,1525,01722,,2,6,0,1,,2,120,-,Y,SCL,4,101,-,-,45.631,R,2,S,Y,2,A,-,22350,,N,B,H,-,A,D,1,Y,D,22,0,0,1,0,0,0,0,0,0,F,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,49.0,,1.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,Motor Vehicle
71,71,71,2492855,-121.991553055,37.389984984,2006,4316,2,5,4,03,0,4,A,,,,,,1500,2,C,C,A,RT 101,LAWRENCE EXPWY,5,S,N,2006-06-28,9340,2006-02-10,1230,01622,,1,6,0,1,,2,120,-,Y,SCL,4,101,-,-,43.753,R,1,N,N,2,A,-,22350,,N,A,H,-,A,D,1,Y,A,07,0,0,4,0,0,0,0,0,0,T,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,32.0,,5.0,,,1.0,4.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
72,72,72,2497928,-122.05628306700001,37.373953729,2006,4316,0,1,4,12,0,1,C,,,,,,1800,2,D,C,A,RT 82,BERNARDO AV,0,,Y,2006-06-26,4316,2006-02-27,1525,11145,31,5,6,0,0,,0,003,-,Y,SCL,4,82,-,-,18.142,I,5,N,N,2,A,-,21453,A,N,B,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,29.5,1.0,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
73,73,73,2497932,-122.041315079,37.370141796999995,2006,4316,0,1,4,03,0,1,A,,,,,,1200,2,C,C,A,RT 82,HOLLENBECK AV,150,W,N,2006-06-20,4316,2006-02-27,1105,11145,52,5,6,0,0,,0,005,C,Y,SCL,4,82,-,-,17.29,H,-,S,N,2,A,-,22350,,N,B,H,-,A,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,62.0,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
74,74,74,2497968,-122.021153057,37.3670463562,2006,4316,0,4,3,09,0,1,A,,Y,,,,1200,2,A,G,A,OLD SAN FRANCISCO RD,GRAND FIR AV,0,,Y,2006-06-13,4316,2006-02-23,946,13542,41,5,6,0,0,,0,004,-,N,,0,0,,,0.0,,,,N,2,A,-,21802,A,N,A,H,-,A,A,0,Y,A,01,0,1,0,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,16.0,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
75,75,75,2497980,-122.011873059,37.398685455300004,2006,4316,0,5,3,08,0,1,A,,Y,,,,1200,2,B,G,A,FAIR OAKS,WEDDELL DR,0,,Y,2006-06-16,4316,2006-02-24,904,16363,21,5,6,0,0,,0,002,-,N,,0,0,,,0.0,,,,Y,2,A,-,22107,,N,A,H,-,A,A,0,Y,A,01,0,1,0,0,0,0,1,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,29.0,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,Bicycle
76,76,76,2497984,-122.027088262,37.4017105103,2006,4316,0,6,4,01,0,1,A,,,,,Y,300,2,C,C,A,MATHILDA AV,ROSS DR,84,S,N,2006-06-13,4316,2006-02-25,202,15133,14,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,2,A,-,23152,A,M,A,H,-,C,A,0,Y,A,01,0,0,1,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,671.6666666666666,,1.0,2.0,2.0,,1.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Motor Vehicle
77,77,77,2498000,-122.004628708,37.352312975,2006,4316,0,6,3,08,0,1,A,,,Y,,,1500,2,D,C,A,RT 82,HENDERSON AV,200,E,N,2006-06-23,4316,2006-02-25,1235,14139,43,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,14.79,H,-,N,N,2,A,-,22107,,N,A,H,-,A,D,0,Y,A,01,0,1,0,0,0,0,0,0,1,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,82.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,Motor Vehicle
78,78,78,2498009,-122.02707257899999,37.3677406311,2006,4316,0,5,3,11,0,1,A,Y,,,,,1200,2,G,B,D,OLD SAN FRANCISCO RD,CEZANNE DR,237,E,N,2006-06-13,4316,2006-02-24,1118,11145,34,5,6,0,0,,0,003,-,N,,0,0,,,0.0,,,,N,2,A,-,21954,A,N,A,H,-,A,D,0,Y,N,60,0,1,0,0,1,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,46.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,Pedestrian
79,79,79,2498053,-122.015799637,37.3867912292,2006,4316,0,2,3,01,0,2,C,,,,,Y,300,2,A,I,A,FAIR OAKS,ARBOR DR,6,N,N,2006-06-13,4316,2006-02-28,135,14378,,5,6,0,0,,0,001,-,N,,0,0,,,0.0,,,,Y,1,A,-,23153,A,N,B,H,-,C,D,0,Y,A,07,0,2,0,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,34.333333333333336,,3.0,,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Motor Vehicle
80,80,80,2505123,-122.017763055,37.355924979,2006,4316,0,5,2,01,0,3,B,,,,,Y,2400,3,B,C,A,RT 82,MARIA LN,0,,Y,2006-06-30,4316,2006-03-03,2309,15018,42,5,6,0,0,,0,004,-,Y,SCL,4,82,-,-,15.602,I,5,N,Y,2,A,-,23153,A,N,A,H,-,C,A,0,Y,D,22,1,0,2,0,0,0,0,0,0,-,-,SUNNYVALE,SANTA CLARA,CA,0.0,0.0,32.0,,3.0,,,2.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,Motor Vehicle
