"CASEID","PARNUM","PTYPE","ATFAULT","PSEX","PAGE","PSOBER","PDRUG","PDIRECT","PSAFETY1","PSAFETY2","INSURED","HAZARD","CELL","SBUS","PVIOLCOD","PVIOLCAT","PVIOL","PVIOLSUF","OAF1","OAF2","PKILLED","PINJURED","MOVEMENT","VEHYEAR","VEHMAKE","VEHTYPE","CHPTYPE1","CHPTYPE2","PRACE","INATTN","TRUCKCMB","TRAILRCMB","YEAR_"
"4545296",2,"4","N","F",50,"A","-","N","-","-","O","-","3","-","-","-",0,,"N","-",0,1,"B",0,"-","L","04","00",,,"-","-",2009
"4545296",1,"1","Y","F",53,"A","-","N","M","G","Y","-","3","-","-","-",0,,"N","-",0,0,"B",1997,"MERCEDES-BENZ","A","01","00",,,"-","-",2009
"4547444",2,"1","N","M",64,"A","-","N","M","G","Y","-","3","-","-","-",0,,"N","-",0,0,"A",2003,"CHEVROLET","A","07","00","A",,"-","-",2009
"4547444",1,"1","Y","F",23,"A","-","N","L","G","Y","-","-","-","-","-",0,,"-","-",0,1,"B",1998,"VOLKSWAGEN","A","01","00","H",,"-","-",2009
"4547511",2,"2","N","M",64,"A","-","W","-","-","O","-","3","-","-","-",0,,"N","-",0,1,"-",0,"-","N","60","00","H",,"-","-",2009
"4547511",1,"1","Y","M",41,"A","-","S","M","G","Y","-","3","-","-","-",0,,"N","-",0,0,"B",2008,"TOYOTA","A","08","00","A",,"-","-",2009
"4547519",2,"1","N","M",47,"A","-","S","M","G","Y","-","3","-","-","-",0,,"N","-",0,0,"A",1993,"GMC","D","22","00","W",,"-","-",2009
"4547519",1,"1","Y","M",20,"A","-","S","L","G","Y","-","3","-","-","-",0,,"N","-",0,1,"B",2003,"KIA","A","01","00",,,"-","-",2009
"4550197",2,"4","N","F",36,"A","-","S","-","-","O","-","3","-","-","-",0,,"O","-",0,1,"B",0,"-","L","04","00","A",,"-","-",2009
"4550197",1,"1","Y","-",998,"G","G","S","-","-",,"-","-","-","-","-",0,,"N","-",0,0,"M",0,"-","-","99","00",,,"-","-",2009
"4550205",2,"1","N","F",34,"A","-","N","M","C","Y","-","3","-","-","-",0,,"N","-",0,0,"A",2007,"HONDA","A","01","00","A",,"-","-",2009
"4550205",1,"1","Y","F",17,"A","-","N","L","C","Y","-","3","-","-","-",0,,"F","-",0,1,"B",1995,"HONDA","A","08","00","W","-","-","-",2009
"4550213",2,"1","N","F",35,"A","-","W","M","B","Y","-","-","-","-","-",0,,"N","-",0,1,"B",2004,"HONDA","A","01","00","A",,"-","-",2009
"4550213",1,"1","Y","M",38,"A","-","W","M","B","Y","-","-","-","-","-",0,,"N","-",0,0,"J",1999,"FORD","A","01","00","H",,"-","-",2009
"4550217",2,"1","N","M",48,"A","-","W","L","G","Y","-","3","-","-","-",0,,"N","-",0,0,"A",2008,"HYUNDAI","A","01","00","O",,"-","-",2009
"4550217",1,"1","Y","M",30,"-","E","W","L","G","Y","-","3","-",,"31",22107,,"A","-",0,1,"B",2002,"TOYOTA","A","01","00","O",,"-","-",2009
"4550707",1,"1","Y","M",18,"A","-","S","P","A","N","-","3","-","-","-",0,,"N","-",0,1,"B",2010,"OTHER - MOTOR","C","02","00","O",,"-","-",2009
"4550708",4,"1","N","M",59,"A","-","W","L","G","Y","-","3","-","-","-",0,,"N","-",0,2,"B",2002,"FORD","A","01","00","A",,"-","-",2009
"4550708",3,"1","N","M",25,"A","-","W","M","G","Y","-","3","-","-","-",0,,"N","-",0,0,"A",2007,"GMC","A","07","00","W",,"-","-",2009
"4550708",2,"1","N","F",72,"A","-","E","M","G","Y","-","3","-","-","-",0,,"N","-",0,0,"F",2004,"LEXUS","A","01","00","A",,"-","-",2009
"4550708",1,"1","Y","F",80,"A","-","E","L","G","Y","-","3","-","-","-",0,,"N","-",0,1,"F",2002,"FORD","A","01","00","W",,"-","-",2009
"4550712",2,"1","N","M",25,"A","-","W","M","G","Y","-","3","-","-","-",0,,"N","-",0,1,"A",1995,"DODGE","A","01","00","A",,"-","-",2009
"4550712",1,"1","Y","F",47,"A","-","W","L","G","Y","-","3","-","-","-",0,,"N","-",0,1,"B",1996,"HONDA","A","01","00","W",,"-","-",2009
"4550715",2,"1","N","M",61,"C","-","W","M","C","Y","-","3","-","-","-",0,,"N","-",0,1,"E",1995,"MERCEDES-BENZ","A","01","00","O",,"-","-",2009
"4550715",1,"1","Y","M",40,"A","-","N","M","C","Y","-","3","-","-","-",0,,"N","-",0,0,"B",1995,"NISSAN","A","08","00","O",,"-","-",2009
"4550719",2,"2","N","M",4,"A","-","-","-","-","O","-","-","-","-","-",0,,"N","-",0,1,"B",0,"-","N","60","00","W",,"-","-",2009
"4550719",1,"1","Y","F",32,"A","-","E","M","G","Y","-","3","-","-","-",0,,"N","-",0,0,"E",2007,"HONDA","A","01","00","A",,"-","-",2009
"4551301",2,"1","Y","M",45,"G","G","S","M","G","Y","-","3","-","-","-",0,,"N","-",0,0,"B",1997,"FORD","A","07","00","W",,"-","-",2009
"4551301",1,"1","N","M",59,"G","G","S","M","G","Y","-","3","-","-","-",0,,"N","-",0,1,"H",2007,"HONDA","A","01","00","O",,"-","-",2009
"4560167",2,"1","N","F",56,"A","-","S","M","G",,"-","3","-","-","-",,,"N","-",0,0,"B",1999,"HONDA","A","01","00","B",,"-","-",2010
"4560167",1,"4","Y","M",60,"A","-","W","-","-","O","-","3","-",,"39",21201,"D","A","-",0,1,"B",0,"-","L","04","00","W",,"-","-",2010
"4560175",2,"1","N","M",35,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2000,"VOLKSWAGEN","A","01","00","A",,"-","-",2010
"4560175",1,"1","Y","M",32,"A","-","W","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1996,"HONDA","A","01","00","W",,"-","-",2010
"4560187",2,"3","N","-",998,"-",,"E","-","-","O","-","-","-","-","-",,,"-","-",0,0,"-",1998,"FORD","-","-","00",,,"-","-",2010
"4560187",1,"1","Y","F",66,"A","-","E","L","G",,"-","3","-","-","-",,,"N","-",0,1,"M",1996,"TOYOTA","A","01","00","A",,"-","-",2010
"4561434",2,"1","N","M",42,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2002,"DODGE","A","01","00","H",,"-","-",2010
"4561434",1,"2","Y","M",58,"B","-","-","-","-","O","-","3","-","-","-",,,"N","-",1,0,"-",0,"-","N","60","00","W",,"-","-",2010
"4562534",3,"1","Y","M",48,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2001,"FORD","D","22","00","H",,"-","-",2010
"4562534",2,"1","N","F",49,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"H",2003,"MERCEDES-BENZ","A","01","00","O",,"-","-",2010
"4562534",1,"1","N","F",39,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"H",1990,"HONDA","A","01","00","W",,"-","-",2010
"4565687",1,"1","Y","F",49,"A","-","W","L","E","Y","-","3","-","-","-",,,"N","-",0,1,"D",2006,"SATURN","A","01","00","W",,"-","-",2010
"4565695",2,"1","N","M",32,"A","-","W","L","G","Y","-","3","-","-","-",,,"N","-",0,2,"B",2007,"TOYOTA","A","01","00","A",,"-","-",2010
"4565695",1,"1","Y","F",46,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,0,"E",2009,"HONDA","A","01","00","A",,"-","-",2010
"4565699",2,"1","N","M",24,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2000,"VOLKSWAGEN","A","01","00","W",,"-","-",2010
"4565699",1,"1","Y","F",29,"A","-","N","M","G","N","-","3","-","-","-",,,"F","-",0,1,"B",1993,"FORD","A","01","00","H","G","-","-",2010
"4565711",2,"1","N","F",65,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2005,"FORD","-","-","00","W",,"-","-",2010
"4565711",1,"1","Y","F",36,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1998,"MERCURY","-","-","00","H",,"-","-",2010
"4565801",2,"4","N","M",16,"A","-","S","-","-","O","-","3","-",,"39",21201,"D","A","-",0,1,"B",0,"-","L","04","00","W",,"-","-",2010
"4565801",1,"4","Y","M",27,"A","-","N","-","-","O","-","3","-",,"39",21201,"D","A","-",0,1,"B",0,"-","L","04","00","H",,"-","-",2010
"4565833",2,"4","N","M",11,"A","-","N","-","-","O","-","3","-","-","-",,,"N","-",0,1,"L",0,"-","L","04","00","A",,"-","-",2010
"4565833",1,"1","Y","F",33,"A","-","W","M","C","Y","-","3","-","-","-",,,"N","-",0,0,"E",2000,"DODGE","A","07","00","H",,"-","-",2010
"4570165",1,"1","Y","F",41,"A","-","N","L","G","Y","-","3","-","-","-",,,"H","-",0,1,"B",1996,"HONDA","A","01","00","A",,"-","-",2010
"4570230",2,"1","N","F",53,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1999,"HONDA","A","01","00","H",,"-","-",2010
"4570230",1,"1","Y","F",53,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2007,"TOYOTA","A","01","00","O",,"-","-",2010
"4571025",2,"3","N","-",998,"H","H","N","-","-","O","-","3","-","-","-",,,"N","-",0,0,"O",1995,"HONDA","A","01","00",,,"-","-",2010
"4571025",1,"1","Y","M",30,"A","-","S","L","G","Y","-","3","-","-","-",,,"F","-",0,1,"E",2000,"DODGE","A","01","00","A","-","-","-",2010
"4571284",2,"1","N","F",45,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",1999,"TOYOTA","A","01","00","W",,"-","-",2010
"4571284",1,"1","Y","F",45,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2003,"FORD","A","01","00","W",,"-","-",2010
"4571359",2,"1","N","F",28,"A","-","E","L","G","Y","-","3","-","-","-",,,"N","-",0,2,"B",2008,"TOYOTA","A","07","00","A",,"-","-",2010
"4571359",1,"1","Y","F",30,"A","-","N","L","G","Y","-","3","-","-","-",,,"A","N",0,0,"B",2006,"TOYOTA","A","01","00","O",,"-","-",2010
"4571434",3,"3","N","-",998,"H","H","N","-","-","O","-","-","-","-","-",,,"N","-",0,0,"O",2010,"TOYOTA","A","07","00",,,"-","-",2010
"4571434",2,"1","N","M",59,"A","-","E","M","C","Y","-","3","-","-","-",,,"N","-",0,1,"B",1996,"CHEVROLET","A","07","00","H",,"-","-",2010
"4571434",1,"1","Y","M",44,"B","-","W","L","C","Y","-","3","-",,"33",21801,"A","A","N",0,1,"F",2009,"TOYOTA","A","01","00","W",,"-","-",2010
"4571438",3,"1","N","F",44,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",1995,"NISSAN","A","01","00","A",,"-","-",2010
"4571438",2,"1","N","M",58,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2006,"HONDA","A","01","00","W",,"-","-",2010
"4571438",1,"1","Y","M",80,"A","-","S","M","G","Y","-","3","-","-","-",,,"F","-",0,0,"B",1997,"MERCURY","A","01","00","W","K","-","-",2010
"4574083",2,"1","N","F",58,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2002,"TOYOTA","A","01","00","W",,"-","-",2010
"4574083",1,"1","Y","M",88,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"H",1999,"TOYOTA","A","01","00","W",,"-","-",2010
"4574087",2,"1","N","M",58,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2007,"CHEVROLET","A","01","00","W",,"-","-",2010
"4574087",1,"1","Y","M",89,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"D",1992,"CADILLAC","A","01","00","W",,"-","-",2010
"4574091",2,"2","N","F",87,"A","-","S","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",0,"-","N","60","00","A",,"-","-",2010
"4574091",1,"4","Y","M",57,"A","-","S","-","-","O","-","3","-","-","-",,,"N","-",0,0,"B",2000,"-","L","04","00","W",,"-","-",2010
"4574095",2,"1","N","F",40,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1997,"FORD","A","01","00","H",,"-","-",2010
"4574095",1,"1","Y","F",38,"A","-","W","M","G","Y","-","3","-","-","-",,,"E","-",0,2,"F",1995,"HONDA","A","01","00","H",,"-","-",2010
"4574099",2,"2","N","F",30,"A","-","N","-","-","O","-","3","-","-","-",,,"N","-",0,1,"R",0,"-","N","60","00","O",,"-","-",2010
"4574099",1,"1","Y","M",41,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"E",2005,"TOYOTA","A","01","00","A",,"-","-",2010
"4574103",2,"1","N","M",998,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"D",1996,"INFINITI","A","01","00","W",,"-","-",2010
"4574103",1,"4","Y","F",26,"A","-","E","-","-","O","-","3","-","-","-",,,"-","-",0,1,"Q",0,"-","L","04","00","B",,"-","-",2010
"4574928",2,"1","N","M",61,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2000,"SATURN","A","01","00","A",,"-","-",2010
"4574928",1,"1","Y","F",56,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2009,"HYUNDAI","A","01","00","W",,"-","-",2010
"4574936",2,"1","N","F",33,"A","-","E","L","G","Y","-","3","-","-","-",,,"N","-",0,2,"B",2006,"ACURA","A","07","00","H",,"-","-",2010
"4574936",1,"1","Y","F",21,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"E",1999,"TOYOTA","A","01","00","O",,"-","-",2010
"4575290",3,"1","N","F",37,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"H",2006,"HONDA","A","07","00","A",,"-","-",2010
"4575290",2,"1","N","F",45,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"H",1998,"MERCURY","A","01","00","A",,"-","-",2010
"4575290",1,"1","Y","M",24,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2009,"FORD","D","22","00","W",,"-","-",2010
"4575622",1,"1","Y","M",20,"B","-","N","L","G","N","-","3","-",,"31",22107,,"A","-",0,1,"R",1999,"MITSUBISHI","A","01","00","H",,"-","-",2010
"4575669",1,"1","Y","M",28,"B","-","S","M","G","N","-","3","-",,"31",22107,,"A","-",0,1,"R",1999,"NISSAN","A","01","00","H",,"-","-",2010
"4580341",1,"1","Y","M",21,"B","-","N","L","G","N","-","3","-",,"31",22107,,"A","-",0,1,"E",2002,"GMC","A","07","00","H",,"-","-",2010
"4580353",2,"1","N","F",29,"A","-","S","L","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2010,"MAZDA","A","08","00","W",,"-","-",2010
"4580353",1,"1","N","F",36,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2001,"TOYOTA","A","01","00","A",,"-","-",2010
"4582727",1,"1","Y","M",25,"A","-","E","A","G","Y","-","3","-","-","-",,,"N","-",0,1,"C",1994,"CHEVROLET","A","07","00","H",,"-","-",2010
"4587583",2,"1","N","M",57,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",1996,"NISSAN","A","08","00","A",,"-","-",2010
"4587583",1,"1","Y","M",33,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2001,"TOYOTA","A","07","00","W",,"-","-",2010
"4603632",2,"1","N","M",67,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"H",2003,"FORD","D","22","00","B",,"-","-",2010
"4603632",1,"1","Y","F",25,"A","-","S","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1997,"HONDA","A","01","00","W",,"-","-",2010
"4604084",3,"1","N","M",82,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2000,"BUICK","A","01","00","W",,"-","-",2010
"4604084",2,"1","N","F",72,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2000,"INFINITI","A","01","00","W",,"-","-",2010
"4604084",1,"1","Y","F",62,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1998,"CADILLAC","A","01","00","W",,"-","-",2010
"4604096",1,"4","Y","M",12,"A","-","E","-","-","O","-","3","-","-","-",,,"N","-",0,1,"E",0,"-","L","04","00","O",,"-","-",2010
"4604108",2,"2","N","F",40,"A","-","N","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",0,"-","N","60","00","O",,"-","-",2010
"4604108",1,"1","Y","M",53,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1995,"HONDA","A","01","00","O",,"-","-",2010
"4604112",2,"1","N","F",21,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"E",2003,"MAZDA","A","01","00","O",,"-","-",2010
"4604112",1,"1","Y","F",83,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1988,"TOYOTA","A","01","00","A",,"-","-",2010
"4604160",2,"1","N","F",39,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2007,"CHEVROLET","A","07","00","W",,"-","-",2010
"4604160",1,"1","Y","M",66,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1995,"FORD","A","01","00","H",,"-","-",2010
"4604306",2,"1","N","F",46,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2004,"TOYOTA","A","08","00","A",,"-","-",2010
"4604306",1,"4","Y","M",19,"A","-","N","-","-","O","-","3","-",,"39",21201,"D","A","N",0,1,"B",0,"-","L","04","00","W",,"-","-",2010
"4604312",2,"1","N","F",47,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1993,"NISSAN","A","01","00","H",,"-","-",2010
"4604312",1,"1","Y","M",32,"A","-","S","M","G","Y","-","3","-",,"47",12500,"A","A","-",0,1,"F",1996,"CHEVROLET","A","01","00","H",,"-","-",2010
"4604318",2,"1","N","M",60,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"D",2007,"GMC","A","01","00","W",,"-","-",2010
"4604318",1,"4","N","M",16,"A","-","E","-","-","O","-","3","-","-","-",,,"N","-",0,1,"Q",0,"-","L","04","00","W",,"-","-",2010
"4607367",2,"1","N","M",52,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1998,"TOYOTA","A","01","00","O",,"-","-",2010
"4607367",1,"1","N","M",51,"A","-","E","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1996,"CHEVROLET","A","01","00","W",,"-","-",2010
"4607371",2,"1","N","M",39,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1997,"HONDA","A","01","00","W",,"-","-",2010
"4607371",1,"1","Y","F",20,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"L",2003,"ACURA","A","01","00","W",,"-","-",2010
"4607426",2,"1","N","M",46,"A","-","E","M","G","Y","-","-","-","-","-",,,"N","-",0,1,"A",2007,"CHRYSLER","A","01","00","W",,"-","-",2010
"4607426",1,"1","Y","F",18,"A","-","E","L","G","Y","-","-","-","-","-",,,"N","-",0,0,"H",1997,"NISSAN","A","01","00","H",,"-","-",2010
"4607434",2,"1","N","M",44,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2002,"CHRYSLER","A","01","00","W",,"-","-",2010
"4607434",1,"1","Y","M",21,"A","-","E","M","G","Y","-","3","-",,"47",12500,"A","A","-",0,0,"L",1993,"MERCURY","A","01","00","H",,"-","-",2010
"4607438",3,"1","N","M",42,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2001,"CHRYSLER","A","01","00","H",,"-","-",2010
"4607438",2,"1","N","F",60,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1999,"TOYOTA","A","01","00","A",,"-","-",2010
"4607438",1,"1","N","F",60,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"E",2000,"HONDA","A","01","00","A",,"-","-",2010
"4616567",2,"1","Y","M",22,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2009,"ACURA","A","01","00","O",,"-","-",2010
"4616567",1,"1","N","M",47,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"H",2002,"BMW","A","01","00","O",,"-","-",2010
"4620409",2,"1","N","F",41,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2001,"TOYOTA","A","01","00","O",,"-","-",2010
"4620409",1,"1","Y","M",28,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1998,"HYUNDAI","A","01","00","W",,"-","-",2010
"4623340",2,"3","N","-",998,"H","H","N","-","-","O","-","3","-","-","-",,,"N","-",0,1,"O",1997,"CHEVROLET","A","08","00",,,"-","-",2010
"4623340",1,"1","Y","M",36,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2000,"TOYOTA","A","01","00","O",,"-","-",2010
"4623420",5,"1","N","M",32,"-","-","N","M","G","Y","-","3","-","-","-",,,"-","-",0,0,"-",2008,"GMC","A","07","00","W",,"-","-",2010
"4623420",4,"1","Y","F",30,"A","-","-","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2005,"DODGE","A","01","00","H",,"-","-",2010
"4623420",3,"1","N","M",26,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"H",1985,"DODGE","A","08","00","H",,"-","-",2010
"4623420",2,"1","N","F",59,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2004,"HONDA","A","01","00","O",,"-","-",2010
"4623420",1,"1","N","F",31,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2009,"LEXUS","A","01","00","H",,"-","-",2010
"4624963",2,"1","N","F",39,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"P",2006,"SUBARU","A","01","00","W",,"-","-",2010
"4624963",1,"1","Y","M",40,"A","-","W","P","G","Y","-","3","-","-","-",,,"N","-",0,0,"H",2007,"INTERNATIONAL HARVESTER","F","26","00","W",,"-","-",2010
"4625799",3,"1","N","M",53,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2010,"NISSAN","A","01","00","W",,"-","-",2010
"4625799",2,"1","N","F",51,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",1992,"MERCEDES-BENZ","A","01","00","W",,"-","-",2010
"4625799",1,"1","Y","M",37,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1998,"CHEVROLET","A","01","00","O",,"-","-",2010
"4625803",2,"1","N","M",31,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2004,"AUDI","A","01","00","H",,"-","-",2010
"4625803",1,"1","Y","M",33,"A","-","E","M","G","Y","-","-","-",,"26",23103,"A","A","N",0,1,"D",2000,"TOYOTA","A","01","00","O",,"-","-",2010
"4625815",2,"4","N","F",37,"A","-","S","-","-","O","-","3","-","-","-",,,"N","-",0,1,"E",0,"-","L","04","00","W",,"-","-",2010
"4625815",1,"1","Y","F",51,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"G",1999,"TOYOTA","-","-","00","W",,"-","-",2010
"4625819",3,"1","N","M",31,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2010,"FORD","D","22","00","W",,"-","-",2010
"4625819",2,"1","N","M",66,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2003,"MERCEDES-BENZ","A","01","00","W",,"-","-",2010
"4625819",1,"1","Y","F",16,"A","-","S","L","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2006,"TOYOTA","A","01","00","W",,"-","-",2010
"4625823",2,"1","N","M",32,"A","-","W","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2009,"NISSAN","A","01","00","B",,"-","-",2010
"4625823",1,"1","Y","M",54,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"D",1984,"TOYOTA","A","07","00","W",,"-","-",2010
"4625839",2,"1","N","F",37,"A","-","S","M","B","Y","-","3","-","-","-",,,"N","-",0,1,"B",2006,"NISSAN","A","01","00","O",,"-","-",2010
"4625839",1,"1","Y","F",39,"A","-","N","M","B","Y","-","3","-","-","-",,,"N","-",0,0,"E",1997,"TOYOTA","A","01","00","H",,"-","-",2010
"4627176",2,"1","N","F",64,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",1995,"MAZDA","A","01","00","W",,"-","-",2010
"4627176",1,"1","Y","M",34,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1996,"TOYOTA","A","01","00","O",,"-","-",2010
"4628490",2,"1","N","M",29,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,2,"A",2002,"NISSAN","A","01","00","A",,"-","-",2010
"4628490",1,"1","Y","M",31,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2001,"VOLKSWAGEN","A","01","00","A",,"-","-",2010
"4628537",2,"1","N","M",23,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,2,"H",2000,"MERCURY","A","01","00","W",,"-","-",2010
"4628537",1,"1","Y","M",54,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1992,"MERCEDES-BENZ","A","01","00","B",,"-","-",2010
"4628545",2,"1","N","F",64,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"E",2005,"CHRYSLER","-","-","00",,,"-","-",2010
"4628545",1,"1","Y","F",21,"A","-","W","M","G","Y","-","3","-","-","-",,,"J","-",0,0,"B",2010,"HONDA","-","-","00","H",,"-","-",2010
"4630552",2,"3","N","-",998,"A","-","E","-","-","O","-","-","-","-","-",,,"-","-",0,0,"O",1998,"HONDA","A","01","00",,,"-","-",2010
"4630552",1,"1","Y","F",65,"-","-","E","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2001,"HONDA","A","01","00","A",,"-","-",2010
"4630556",2,"3","N","-",998,"H","H","W","-","-","O","-","3","-","-","-",,,"N","-",0,0,"O",2002,"ACURA","A","01","00",,,"-","-",2010
"4630556",1,"1","Y","M",78,"A","-","W","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"M",2000,"OLDSMOBILE","A","01","00","A",,"-","-",2010
"4630600",3,"1","N","M",39,"A","-","E","M","G","Y","-","-","-","-","-",,,"N","-",0,0,"H",1998,"TOYOTA","A","01","00","O",,"-","-",2010
"4630600",2,"1","N","M",59,"A","-","E","M","G","Y","-","-","-",,"25",22350,,"A","N",0,0,"B",2003,"SUZUKI","A","01","00","W",,"-","-",2010
"4630600",1,"1","Y","F",54,"A","-","E","L","G","Y","-","-","-","-","-",,,"N","-",0,1,"B",1994,"TOYOTA","A","01","00","H",,"-","-",2010
"4630612",2,"1","N","M",29,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",1998,"HONDA","A","01","00","O",,"-","-",2010
"4630612",1,"1","Y","F",42,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1998,"TOYOTA","A","01","00","O",,"-","-",2010
"4630650",1,"1","Y","M",24,"A","-","N","L","G","Y","-","3","-","-","-",,,"H","-",0,1,"B",2004,"FORD","A","01","00","W",,"-","-",2010
"4631568",3,"1","Y","F",44,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2003,"FORD","A","08","00","W",,"-","-",2010
"4631568",2,"1","N","F",37,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"H",2008,"TOYOTA","A","01","00","W",,"-","-",2010
