"CASEID","PARNUM","PTYPE","ATFAULT","PSEX","PAGE","PSOBER","PDRUG","PDIRECT","PSAFETY1","PSAFETY2","INSURED","HAZARD","CELL","SBUS","PVIOLCOD","PVIOLCAT","PVIOL","PVIOLSUF","OAF1","OAF2","PKILLED","PINJURED","MOVEMENT","VEHYEAR","VEHMAKE","VEHTYPE","CHPTYPE1","CHPTYPE2","PRACE","INATTN","TRUCKCMB","TRAILRCMB","YEAR_"
"2695980",1,"1","Y","F",20,"A","-","N","M","G",,"-","-","-","-","-",,,"N","-",0,0,"B",1994,"TOYOTA","A","7","0","A",,"-","-",2006
"2695988",2,"3","N","-",998,"-","-","E","-","-","O","-","-","-","-","-",,,"N","-",0,0,"O",1995,"NISSAN","A","1","0",,,"-","-",2006
"2695988",1,"4","Y","M",49,"A","-","E","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",,"-","L","4","0",,,"-","-",2006
"2696009",2,"1","N","M",45,"A","-","W","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2003,"SUBARU","A","1","0","W",,"-","-",2006
"2696009",1,"1","Y","M",998,"G","G","W","M","B",,"-","-","-",,"19",20001,"A","A","N",0,0,"E",2000,"CHEVROLET","D","22","0","W",,"-","-",2006
"2696021",2,"4","N","M",34,"A","-","W","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",,"-","L","4","0","W",,"-","-",2006
"2696021",1,"1","Y","M",45,"A","-","N","M","G","Y","-","-","-","-","-",,,"J","-",0,0,"B",1997,"BMW","A","1","0","A",,"-","-",2006
"2696029",3,"1","N","M",998,"A","-","W","M","-","Y","-","3","-","-","-",,,"N","-",0,0,"A",2005,"FORD","-","-","0","W",,"-","-",2006
"2696029",2,"1","N","M",17,"A","-","W","Y","M","Y","-","3","-","-","-",,,"N","-",0,1,"A",2005,"HONDA","-","-","0",,,"-","-",2006
"2696029",1,"1","Y","M",48,"A","-","W","L","-","Y","-","3","-","-","-",,,"F","-",0,0,"B",2002,"TOYOTA","-","-","0","A","-","-","-",2006
"2696053",1,"1","Y","F",40,"A","-","S","M","G","Y","-","-","-","-","-",,,"N","-",0,0,"B",2003,"MAZDA","A","8","0","A",,"-","-",2006
"2696053",2,"1","N","M",80,"A","-","W","M","G","Y","-","-","-","-","-",,,"N","-",0,1,"B",1994,"PONTIAC","A","1","0","W",,"-","-",2006
"2696061",1,"1","Y","M",29,"A","-","E","M","G","N","-","3","-","-","-",,,"N","-",0,1,"B",1989,"HONDA","A","1","0","H",,"-","-",2006
"2696061",2,"1","N","M",30,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2006,"HONDA","A","1","0","A",,"-","-",2006
"2696077",1,"1","Y","F",68,"A","-","S","L","G","Y","-","3","-","-","-",,,"-","-",0,1,"B",2001,"HONDA","A","1","0","W",,"-","-",2006
"2700124",1,"1","Y","F",54,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"R",2002,"LEXUS","A","1","0","A",,"-","-",2006
"2700161",2,"1","N","F",42,"A","-","E","M","G","N","-","3","-","-","-",,,"N","-",0,1,"H",1997,"HONDA","A","1","0","A",,"-","-",2006
"2700161",1,"1","Y","F",16,"A","-","E","M","G","Y","-","3","-","-","-",,,"F","-",0,0,"B",1995,"CHRYSLER","A","7","0","A","-","-","-",2006
"2705682",2,"2","N","F",83,"A","-","W","-","-","O","-","-","-","-","-",,,"N","-",0,1,"B",,"-","N","60","0","W",,"-","-",2006
"2705682",1,"1","Y","M",60,"A","-","N","M","G","Y","-","-","-","-","-",,,"N","-",0,0,"A",2000,"HONDA","A","1","0","W",,"-","-",2006
"2705690",1,"4","Y","M",77,"A","-","E","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",,"-","L","4","0","W",,"-","-",2006
"2705694",2,"1","N","M",41,"A","-","E","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"E",1998,"INFINITI","-","-","0",,,"-","-",2006
"2705694",1,"1","Y","M",51,"A","-","S","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2002,"HONDA","A","1","0",,,"-","-",2006
"2705710",2,"1","N","F",46,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,2,"A",1996,"HONDA","-","-","0","B",,"-","-",2006
"2705710",1,"1","Y","M",29,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2002,"GMC","I","11","0","A",,"-","-",2006
"2705714",2,"1","N","F",23,"A","-","N","M","G","N","-","3","-","-","-",,,"N","-",0,0,"B",2001,"HONDA","A","7","0","A",,"-","-",2006
"2705714",1,"4","Y","M",17,"A","-","N","-","-","O","-","3","-","-","-",,,"N","-",0,1,"J",,"-","L","4","0","H",,"-","-",2006
"2705734",2,"1","N","M",25,"A","-","W","M","G","N","-","3","-","-","-",,,"N","-",0,1,"E",1989,"MAZDA","A","1","0","H",,"-","-",2006
"2705734",1,"1","Y","M",21,"A","-","N","L","G","N","-","3","-","-","-",,,"N","-",0,0,"B",1996,"CHEVROLET","A","1","0","H",,"-","-",2006
"2715016",2,"1","N","M",49,"A","-","W","M","G","Y","-","-","-","-","-",,,"N","-",0,0,"E",2005,"FORD","-","-","0","W",,"-","-",2006
"2715016",1,"1","Y","F",22,"A","-","N","N","G","Y","-","-","-","-","-",,,"N","-",0,2,"B",1989,"OLDSMOBILE","-","-","0","W",,"-","-",2006
"2715036",2,"1","N","M",35,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,3,"A",2006,"TOYOTA","A","1","0",,,"-","-",2006
"2715036",1,"1","Y","M",21,"A","-","E","M","G","Y","-","3","-","-","-",,,"G","-",0,0,"B",1998,"HONDA","A","1","0","W",,"-","-",2006
"2717249",2,"1","N","M",41,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2006,"TOYOTA","A","1","0","A",,"-","-",2006
"2717249",1,"1","Y","M",59,"A","-","S","P","W",,"-","3","-","-","-",,,"N","-",0,1,"J",2002,"YAMAHA","C","2","0","W",,"-","-",2006
"2717265",3,"1","N","M",45,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2004,"ACURA","A","1","0","O",,"-","-",2006
"2717265",2,"1","N","F",48,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",1993,"MAZDA","A","1","0","W",,"-","-",2006
"2717265",1,"1","Y","F",45,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2004,"SUBARU","A","1","0","A",,"-","-",2006
"2717277",2,"1","N","F",35,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,2,"B",2003,"TOYOTA","-","-","0","W",,"-","-",2006
"2717277",1,"1","Y","M",25,"A","-","S","L","C","Y","-","3","-","-","-",,,"N","-",0,0,"B",2005,"TOYOTA","A","1","0","H",,"-","-",2006
"2718191",1,"1","Y","M",36,"A","-","S","M","G","Y","-","3","-","-","-",,,"I","-",0,1,"B",2005,"NISSAN","A","1","0","H",,"-","-",2006
"2718191",2,"5","N","-",998,"H","H","S","-","-","O","-","3","-","-","-",,,"I","-",0,0,"A",2003,"CHEVROLET","A","1","0",,,"-","-",2006
"2719809",2,"1","N","M",42,"A","-","S","W","-","N","-","2","-","-","-",,,"N","-",0,1,"A",1992,"YAMAHA","C","2","0","H",,"-","-",2006
"2719809",1,"1","Y","M",42,"A","-","S","G","-","Y","-","3","-","-","-",,,"N","-",0,0,"B",1997,"NISSAN","A","1","0","O",,"-","-",2006
"2719953",2,"1","N","M",49,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2002,"TOYOTA","D","22","0","A",,"-","-",2006
"2719953",3,"1","N","F",41,"A","-","N","P","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",1987,"FORD","A","8","0","H",,"-","-",2006
"2719953",1,"1","Y","M",21,"A","-","N","P","G","N","-","3","-","-","-",,,"N","-",0,1,"B",1997,"PLYMOUTH","A","1","0","H",,"-","-",2006
"2720371",2,"1","N","M",51,"A","-","N","M","G","N","-","3","-","-","-",,,"G","-",0,1,"A",2003,"DODGE","D","22","0","A",,"-","-",2006
"2720371",1,"1","Y","M",49,"B","-","N","M","G","Y","-","3","-",,"25",22350,,"A","G",0,0,"B",2006,"CHEVROLET","A","1","0","W",,"-","-",2006
"2720375",2,"1","N","M",50,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,3,"A",2006,"FORD","A","1","0","W",,"-","-",2006
"2720375",1,"1","Y","M",43,"A","-","N","L","G","Y","-","3","-","-","-",,,"F","-",0,0,"B",2002,"MERCEDES-BENZ","A","1","0","A","-","-","-",2006
"2729387",2,"1","N","M",49,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"E",1992,"MERCEDES-BENZ","A","1","0","A",,"-","-",2006
"2729387",1,"1","Y","F",55,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2004,"HONDA","A","1","0","W",,"-","-",2006
"2729399",3,"1","N","M",50,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",1996,"TOYOTA","D","22","0","W",,"-","-",2006
"2729399",2,"1","N","F",35,"A","-","S","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"E",2001,"AUDI","A","1","0","W",,"-","-",2006
"2729399",1,"1","Y","F",27,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1998,"DODGE","A","8","0","W",,"-","-",2006
"2729403",2,"1","N","M",58,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"D",1998,"HONDA","A","1","0","O",,"-","-",2006
"2729403",1,"1","Y","M",48,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"D",1995,"CHEVROLET","D","22","0","W",,"-","-",2006
"2729411",1,"1","Y","M",38,"A","-","E","M","G","Y","-","3","-","-","-",,,"E","-",0,0,"E",1998,"TOYOTA","A","1","0","A",,"-","-",2006
"2729411",2,"4","N","M",41,"A","-","W","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",,"-","L","4","0","W",,"-","-",2006
"2729896",2,"1","N","M",37,"A","-","E","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1998,"FORD","A","8","0","W",,"-","-",2006
"2729896",1,"1","Y","F",44,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2000,"MERCEDES-BENZ","A","1","0","A",,"-","-",2006
"2734301",4,"1","N","M",44,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2006,"TOYOTA","D","22","0","A",,"-","-",2006
"2734301",3,"1","N","M",22,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1987,"MERCURY","A","1","0","W",,"-","-",2006
"2734301",2,"1","N","F",21,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2005,"SUBARU","A","1","0","W",,"-","-",2006
"2734301",1,"1","Y","M",59,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2001,"LEXUS","A","1","0","A",,"-","-",2006
"2735075",3,"1","N","M",36,"A","-","S","M","G","Y","-","3","-","-","-",,,"G","-",0,1,"A",1988,"TOYOTA","A","1","0","W",,"-","-",2006
"2735075",2,"1","N","M",53,"A","-","S","M","G","Y","-","3","-","-","-",,,"G","-",0,0,"A",2002,"ACURA","A","1","0","A",,"-","-",2006
"2735075",1,"1","Y","M",18,"A","-","S","M","G","Y","-","3","-","-","-",,,"G","-",0,0,"B",2000,"DODGE","A","7","0","A",,"-","-",2006
"2740003",1,"4","Y","F",50,"A","-","E","P","-","O","-","3","-","-","-",,,"-","-",0,1,"B",2006,"-","L","4","0","A",,"-","-",2006
"2740007",3,"3","N","-",998,"-",,"N","-","-","O","-","-","-","-","-",,,"-","-",0,0,"-",2003,"CHEVROLET","A","1","0",,,"-","-",2006
"2740007",1,"1","Y","F",21,"B","-","S","L","G","Y","-","3","-",,"25",22350,,"A","N",0,2,"B",1998,"CHEVROLET","A","1","0","H",,"-","-",2006
"2740007",4,"3","N","-",998,"-",,"N","-","-","O","-","-","-","-","-",,,"-","-",0,0,"-",1994,"CHEVROLET","A","1","0",,,"-","-",2006
"2740007",2,"3","N","-",998,"-",,"N","-","-","O","-","-","-","-","-",,,"-","-",0,0,"-",2006,"CHRYSLER","A","8","0",,,"-","-",2006
"2740015",2,"4","N","F",43,"A","-","S","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",,"-","L","4","0","W",,"-","-",2006
"2740015",1,"1","Y","M",26,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"G",2005,"BMW","A","1","0","W",,"-","-",2006
"2740043",1,"1","Y","M",64,"A","-","S","L","G",,"-","3","-","-","-",,,"N","-",0,1,"B",1998,"SATURN","A","1","0",,,"-","-",2006
"2740051",2,"1","N","M",32,"A","-","S","L","C","Y","-","3","-","-","-",,,"N","-",0,1,"B",2006,"CHEVROLET","A","1","0","A",,"-","-",2006
"2740051",1,"1","Y","M",29,"A","-","N","M","C","Y","-","3","-","-","-",,,"N","-",0,0,"E",2002,"VOLKSWAGEN","A","1","0","W",,"-","-",2006
"2745522",1,"1","Y","F",39,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"R",2000,"TOYOTA","A","1","0","W",,"-","-",2006
"2748722",2,"1","N","F",31,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"H",1998,"FORD","A","1","0","W",,"-","-",2006
"2748722",1,"1","Y","M",57,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2005,"NISSAN","A","1","0","W",,"-","-",2006
"2752052",1,"1","Y","M",30,"A","-","S","-","W","Y","-","3","-",,"25",22350,,"A","-",0,1,"E",2001,"YAMAHA","C","2","0","A",,"-","-",2006
"2752056",3,"1","N","M",63,"A","-","W","P","W","Y","-","3","-","-","-",,,"N","-",0,1,"A",2006,"YAMAHA","C","2","0","W",,"-","-",2006
"2752056",1,"1","Y","M",59,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2004,"TOYOTA","A","1","0","O",,"-","-",2006
"2752056",2,"3","N","-",998,"H","H","W","-","-","O","-","3","-","-","-",,,"N","-",0,0,"O",2000,"NISSAN","A","1","0",,,"-","-",2006
"2752068",2,"1","N","M",38,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"E",2006,"AUDI","A","1","0","W",,"-","-",2006
"2752068",1,"1","Y","M",21,"A","-","N","M","G","Y","-","3","-",,"23",21453,"A","A","N",0,1,"B",2000,"MITSUBISHI","I","11","0","W",,"-","-",2006
"2752085",1,"1","Y","M",42,"A","-","N","M","G","Y","-","3","-",,"44",21657,,"A","-",0,1,"N",2002,"TOYOTA","A","7","0","W",,"-","-",2006
"2752113",2,"1","N","M",28,"A","-","W","M","G","Y","-","-","-","-","-",,,"N","-",0,1,"B",2003,"DODGE","-","-","0","H",,"-","-",2006
"2752113",1,"1","Y","M",69,"A","-","S","L","G","Y","-","-","-","-","-",,,"N","-",0,0,"E",2000,"MERCEDES-BENZ","-","-","0","O",,"-","-",2006
"2753893",2,"1","N","M",45,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2003,"TOYOTA","A","1","0","O",,"-","-",2006
"2753893",1,"1","Y","M",51,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2004,"HYUNDAI","A","1","0","B",,"-","-",2006
"2757470",2,"1","N","F",36,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2000,"JAGUAR","A","1","0","W",,"-","-",2006
"2757470",1,"1","Y","M",79,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1994,"FORD","A","1","0","A",,"-","-",2006
"2757474",2,"1","N","M",34,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2002,"HONDA","A","1","0","A",,"-","-",2006
"2757474",1,"1","Y","F",20,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,2,"R",1995,"JEEP","A","7","0","W",,"-","-",2006
"2758700",1,"1","Y","M",37,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,2,"R",1998,"FORD","D","22","0","H",,"-","-",2006
"2758772",2,"1","N","F",29,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2004,"TOYOTA","A","7","0","W",,"-","-",2006
"2758772",1,"1","Y","M",51,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2000,"FORD","A","7","0","W",,"-","-",2006
"2758813",2,"1","N","F",48,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2005,"HONDA","A","1","0","W",,"-","-",2006
"2758813",1,"1","Y","M",19,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2004,"TOYOTA","A","1","0","A",,"-","-",2006
"2764431",2,"1","N","F",32,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,2,"A",1994,"FORD","A","7","0","W",,"-","-",2006
"2764431",1,"1","Y","F",35,"A","-","W","M","G","Y","-","3","-","-","-",,,"F","G",0,0,"B",1994,"NISSAN","A","1","0","W","K","-","-",2006
"2764439",2,"1","N","M",55,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"G",1990,"MERCEDES-BENZ","A","1","0","W",,"-","-",2006
"2764439",1,"4","Y","M",7,"A","-","E","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",,"-","L","4","0","H",,"-","-",2006
"2764447",2,"3","N","-",998,"H","H","S","-","-","O","-","3","-","-","-",,,"N","-",0,0,"O",2004,"SUBARU","A","1","0",,,"-","-",2006
"2764447",3,"3","N","-",998,"H","H","S","-","-","O","-","3","-","-","-",,,"N","-",0,0,"O",2001,"CHEVROLET","D","22","0",,,"-","-",2006
"2764447",1,"1","Y","M",21,"-","I","S","G","-","N","-","-","-",,"47",12500,"A","A","-",0,1,"M",1989,"TOYOTA","A","1","0","H",,"-","-",2006
"2764466",2,"1","N","M",29,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,2,"A",2002,"ACURA","-","-","0","A",,"-","-",2006
"2764466",1,"1","N","M",24,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2005,"TOYOTA","-","-","0","W",,"-","-",2006
"2767818",1,"1","Y","M",35,"A","-","S","P","W","N","-","3","-","-","-",,,"H","-",0,1,"R",1988,"HONDA","C","2","0","W",,"-","-",2006
"2772313",3,"1","N","M",41,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"J",2000,"HONDA","A","1","0","O",,"-","-",2006
"2772313",1,"1","N","F",41,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2000,"HONDA","A","7","0","H",,"-","-",2006
"2772313",2,"1","Y","M",43,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"J",2000,"HONDA","C","2","0","W",,"-","-",2006
"2776764",1,"1","Y","-",998,"G","G","S","P","B",,"-","-","-","-","-",,,"N","-",0,1,"B",1990,"PONTIAC","A","1","0",,,"-","-",2006
"2776801",1,"1","Y","M",20,"G","G","W","L","H","N","-","3","-","-","-",,,"F","-",0,1,"B",1996,"BUICK","A","1","0","W","D","-","-",2006
"2776833",2,"1","N","M",54,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"A",2006,"JEEP","A","1","0","W",,"-","-",2006
"2776833",1,"1","Y","F",22,"A","-","W","M","H",,"-","3","-","-","-",,,"N","-",0,1,"B",1987,"TOYOTA","A","1","0","W",,"-","-",2006
"2777314",3,"1","N","F",34,"A","-","S","M","G","Y","-","3","-","-","-",,,"G","-",0,1,"H",2000,"VOLKSWAGEN","A","1","0","O",,"-","-",2006
"2777314",2,"1","Y","M",45,"A","-","S","M","G","Y","-","3","-","-","-",,,"G","-",0,0,"B",2006,"TOYOTA","A","7","0","O",,"-","-",2006
"2777314",1,"1","N","M",38,"A","-","S","M","G","Y","-","3","-",,"25",22350,,"A","G",0,0,"B",2006,"FORD","A","1","0","H",,"-","-",2006
"2782721",2,"1","N","M",30,"A","-","E","L","G","Y","-","3","-","-","-",,,"N","-",0,3,"B",2005,"FORD","A","1","0","O",,"-","-",2006
"2782721",1,"1","Y","M",47,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"E",2000,"CHEVROLET","A","8","0","W",,"-","-",2006
"2782726",2,"1","N","M",30,"A","-","W","L","G","Y","-","-","-","-","-",,,"N","-",0,1,"B",2002,"FORD","D","22","0","A",,"-","-",2006
"2782726",1,"1","Y","M",20,"A","-","N","-","-","N","-","-","-",,"31",22101,"D","A","-",0,0,"B",1994,"FORD","A","1","0","H",,"-","-",2006
"2782733",2,"4","N","M",42,"A","-","N","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",,"-","L","4","0","A",,"-","-",2006
"2782733",1,"1","Y","M",42,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"D",2003,"KIA","A","1","0","A",,"-","-",2006
"2782737",4,"1","N","F",56,"A","-","W","M","G","Y","-","3","-","-","-",,,"G","-",0,0,"A",2002,"ACURA","A","1","0","A",,"-","-",2006
"2782737",3,"1","N","F",49,"A","-","W","M","G","Y","-","3","-","-","-",,,"G","-",0,1,"A",1990,"TOYOTA","A","1","0","A",,"-","-",2006
"2782737",2,"1","N","M",37,"A","-","W","M","G","Y","-","3","-","-","-",,,"G","-",0,4,"A",1996,"TOYOTA","A","1","0","O",,"-","-",2006
"2782737",1,"1","Y","F",23,"A","-","W","M","G","Y","-","3","-","-","-",,,"G","-",0,0,"H",1994,"DODGE","A","1","0","A",,"-","-",2006
"2782765",3,"1","N","M",28,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",1995,"TOYOTA","A","1","0","O",,"-","-",2006
"2782765",2,"1","N","M",34,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",1991,"NISSAN","A","1","0","A",,"-","-",2006
"2782765",1,"1","Y","M",19,"A","-","W","L","G","Y","-","3","-","-","-",,,"N","-",0,0,"H",1997,"TOYOTA","A","1","0","O",,"-","-",2006
"2782773",2,"1","N","M",67,"A","-","W","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",1997,"NISSAN","A","1","0","W",,"-","-",2006
"2782773",1,"1","Y","M",36,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"J",1998,"AUDI","A","1","0","B",,"-","-",2006
"2782781",2,"4","N","M",38,"A","-","E","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",,"-","L","4","0","B",,"-","-",2006
"2782781",1,"1","Y","F",36,"A","-","S","M","G","Y","-","3","-","-","-",,,"E","-",0,0,"E",1994,"TOYOTA","A","1","0","H",,"-","-",2006
"2782793",1,"1","Y","M",45,"A","-","W","M","G","Y","-","1","-","-","-",,,"F","-",0,1,"B",1992,"TOYOTA","D","22","0","H","A","-","-",2006
"2782797",1,"1","Y","M",70,"-","F","N","M","H",,"-","3","-","-","-",,,"M","-",0,1,"D",2004,"NISSAN","A","1","0","H",,"-","-",2006
"2787328",2,"1","N","M",49,"A","-","W","P","W","Y","-","3","-","-","-",,,"N","-",0,1,"B",1997,"HARLEY-DAVIDSON","C","2","0","W",,"-","-",2006
"2787328",1,"1","Y","F",32,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"J",1996,"HONDA","A","1","0","O",,"-","-",2006
"2790032",2,"1","N","F",35,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"A",2002,"TOYOTA","A","1","0","A",,"-","-",2006
"2790032",1,"1","Y","M",23,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",2003,"JEEP","A","1","0","W",,"-","-",2006
"2797486",3,"1","N","M",21,"A","-","S","P","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1987,"CHEVROLET","A","1","0","O",,"-","-",2006
"2797486",2,"1","N","M",36,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"B",1995,"FORD","G","25","31","H",,"-","-",2006
"2797486",1,"1","Y","M",24,"B","-","S","L","G","N","-","3","-",,"31",22107,,"A","-",0,1,"R",1996,"MERCURY","A","1","0","H",,"-","-",2006
"2801542",2,"1","N","M",49,"A","-","E","M","G","Y","-","3","-","-","-",,,"N","-",0,4,"B",2000,"HONDA","A","8","0","O",,"-","-",2006
"2801542",1,"1","Y","F",24,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"E",2002,"SUBARU","A","1","0","O",,"-","-",2006
"2801550",1,"1","Y","F",66,"A","-","W","L","G","Y","-","3","-",,"25",22350,,"A","-",0,1,"D",2005,"TOYOTA","A","1","0",,,"-","-",2006
"2801558",2,"1","N","M",43,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2000,"HONDA","A","1","0","W",,"-","-",2006
"2801558",1,"1","Y","-",998,"G","G","E","-","-",,"-","-","-","-","-",,,"N","-",0,0,"L",,"LEXUS","A","1","0",,,"-","-",2006
"2801570",2,"1","N","M",45,"A","-","E","M","G","Y","-","3","-","-","-",,,"H","N",0,1,"A",1999,"TOYOTA","A","1","0","A",,"-","-",2006
"2801570",1,"1","Y","F",68,"A","-","E","M","E","Y","-","3","-","-","-",,,"H","N",0,0,"B",2004,"CADILLAC","A","1","0","W",,"-","-",2006
"2801574",2,"1","N","M",59,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,0,"D",2003,"TOYOTA","A","8","0","O",,"-","-",2006
"2801574",1,"1","Y","M",16,"A","-","S","M","G","Y","-","3","-",,"44",23109,"A","A","-",0,1,"J",1984,"TOYOTA","A","1","0","O",,"-","-",2006
"2801577",3,"3","N","-",998,"H","H","-","-","-","O","-","-","-","-","-",,,"-","-",0,0,"O",1994,"NISSAN","D","22","0",,,"-","-",2006
"2801577",2,"1","N","M",21,"A","-","E","M","G",,"-","3","-","-","-",,,"N","-",0,1,"B",1998,"TOYOTA","D","22","0","H",,"-","-",2006
"2801577",1,"1","Y","F",85,"A","-","N","M","G","Y","-","3","-","-","-",,,"N","-",0,2,"B",2001,"DODGE","A","1","0","H",,"-","-",2006
"2801578",3,"1","N","M",57,"A","-","E","M","G","Y","-","-","-","-","-",,,"N","-",0,0,"A",2001,"DODGE","A","1","0","A",,"-","-",2006
"2801578",2,"1","N","M",56,"A","-","E","M","G","Y","-","-","-","-","-",,,"N","-",0,1,"A",2006,"TOYOTA","A","1","0","A",,"-","-",2006
"2801578",1,"1","Y","F",41,"A","-","E","M","G","Y","-","-","-","-","-",,,"N","-",0,0,"B",2000,"HONDA","A","8","0","W",,"-","-",2006
"2801608",1,"4","Y","M",14,"A","-","N","-","-","O","-","3","-","-","-",,,"N","-",0,1,"B",,"-","L","4","0",,,"-","-",2006
"2801640",2,"1","N","M",42,"A","-","W","M","G","Y","-","3","-","-","-",,,"N","-",0,1,"B",2004,"FORD","A","1","0","W",,"-","-",2006
"2801640",1,"1","Y","F",59,"A","-","N","L","G","Y","-","3","-","-","-",,,"N","-",0,1,"E",1996,"NISSAN","A","1","0","H",,"-","-",2006
"2801648",3,"1","N","F",22,"A","-","S","M","G","Y","-","3","-","-","-",,,"N","-",0,2,"B",1999,"TOYOTA","A","1","0","W",,"-","-",2006
"2801648",2,"1","N","M",25,"A","-","S","M","G","Y","-","3","-",,"25",22350,,"A","N",0,0,"B",2005,"SUBARU","A","7","0","W",,"-","-",2006
"2801648",1,"1","Y","M",25,"A","-","S","L","G","N","-","3","-",,"47",16028,"A","A","N",0,1,"B",1994,"TOYOTA","A","1","0","W",,"-","-",2006
