"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"3418786",-122.013785629,37.3924369812,2007,"4316","0","2","4","09",0,2,"A",,,,,,1800,10,"D","C","A","FAIR OAKS AV","ARCADIA TER",26,"S","N","2008-04-17",4316,"2007-10-23",1644,"14553","12","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","A","D","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3419250",-122.017760688,37.396654503,2007,"4316","2","1","2","08",0,1,"A",,,,,,1200,9,"E","I","A","RT 101","FAIR OAKS AV",300,"N","N","2008-04-07",9340,"2007-09-17",945,"01797",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",44.99,"H","-","S","Y",1,"A","-",22107,,"N","A","H","-","A","D","1","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3422576",-122.034138488,37.3777999878,2007,"4316","0","7","3","01",0,1,"A",,,,,"Y",300,10,"E","I","A","MATHILDA AV","WASHINGTON AV",356,"N","N","2008-04-17",4316,"2007-10-07",152,"14374","33","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3425580",-121.996005367,37.3853759766,2007,"4316","4","1","3","03",0,2,"A",,,,,,2100,9,"C","C","A","LAWRENCE EXPWY","OAKMEAD PKWY",528,"S","N","2008-04-28",9340,"2007-09-17",2015,"01817",,"2","6","0","2",,"2","620","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","08",0,1,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3427895",-122.030594405,37.3562240601,2007,"4316","0","4","1","03",1,0,"A","Y",,,,,900,10,"G","B","D","CRESCENT AV","GRECO AV",91,"W","N","2008-07-09",4316,"2007-10-11",820,"11145","61","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,0,1,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3428163",-122.036263063,37.400694982,2007,"4316","2","6","3","03",0,3,"B",,,,,,1500,9,"E","I","A","RT 101","RT 237",100,"S","N","2008-05-02",9340,"2007-09-22",1310,"01842",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",46.111,"R","2","S","Y",1,"A","-",22350,,"N","B","H","-","A","D","1","Y","-","-",0,2,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3428287",-121.996000541,37.3812980652,2007,"4316","4","2","4","03",0,1,"A",,,,,,2100,10,"C","C","A","LAWRENCE EXPWY","ARQUES AV",310,"N","N","2008-04-01",9340,"2007-10-02",1930,"18108",,"2","6","0","2",,"2","620","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3431297",-122.032563625,37.400084627,2007,"4316","2","4","4","03",0,1,"-",,,,,,1800,10,"C","C","A","RT 101","RT 237",528,"S","N","2008-05-05",9340,"2007-10-04",1715,"01851",,"2","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",46.03,"H","-","N","N",2,"A","-",22350,,"N","-","-","-","-","D","1","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3434353",-122.013861133,37.378452301,2007,"4316","0","7","4","03",0,1,"A",,,,,,1800,11,"C","C","A","CENTRAL EXPWY","WOLFE RD",250,"W","N","2008-05-21",4316,"2007-11-11",1642,"13877","27","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3434361",-122.033060925,37.36824068,2007,"4316","0","1","4","08",0,2,"A",,,,,,1200,11,"-","C","A","RT 82","MURPHY AV",25,"W","N","2008-05-28",4316,"2007-11-12",1036,"10314","52","5","6","0","0",,"0","005","-","Y","SCL",4,82,"-","-",16.83,"H","-","N","N",2,"A","-",22107,,"N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3434377",-122.032443056,37.3430252075,2007,"4316","0","1","4","12",0,2,"A",,,,,,2100,11,"D","C","A","SUNNYVALE SARATOGA RD","ALBERTA AV",0,,"Y","2008-06-09",4316,"2007-11-12",1904,"15838","62","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","-","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3434381",-122.017903055,37.355824979,2007,"4316","0","7","4","04",0,1,"A",,,,,,1800,11,"C","C","A","RT 82","MARIA LN",35,"W","N","2008-05-28",4316,"2007-11-11",1725,"14399","62","5","6","0","0",,"0","006","-","Y","SCL",4,82,"-","-",15.61,"H","-","S","Y",2,"A","-",21703,,"N","A","H","-","B","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3434389",-122.04851306,37.3520965576,2007,"4316","0","3","4","08",0,1,"A",,,,,,1800,11,"E","I","A","FREMONT AV","WARNER AV",0,,"Y","2008-05-21",4316,"2007-11-14",1734,"10329","52","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","B","B","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3437370",-122.021646377,37.397704747,2007,"4316","2","1","3","07",0,1,"A",,,"Y",,,900,10,"B","C","A","RT 101","MATHILDA AV",1520,"S","N","2008-05-08",9340,"2007-10-29",849,"18562",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",45.39,"H","-","N","Y",2,"A","-",21658,"A","N","A","H","-","A","D","1","Y","A","07",0,1,0,0,0,0,0,0,1,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3437380",-122.017858221,37.396676229,2007,"4316","2","1","4","03",0,3,"A",,,,,,600,10,"C","C","A","RT 101","FAIR OAKS AV",900,"N","N","2008-05-02",9340,"2007-10-08",333,"01821",,"3","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",45,"H","-","S","Y",3,"A","-",22350,,"F","A","H","-","D","D","1","Y","-","-",0,0,3,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3437436",-121.991553055,37.389984984,2007,"4316","2","5","4","08",0,1,"A",,,,,,2100,10,"E","I","A","RT 101","LAWRENCE EXPWY",400,"S","N","2008-06-03",9340,"2007-10-26",1822,"01810",,"2","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",43.753,"R","2","N","Y",1,"A","-",22107,,"N","A","H","-","C","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3437689",-121.995824725,37.3379325867,2007,"4316","4","7","4","07",0,1,"A",,,,,,2100,8,"B","C","A","LAWRENCE EXPWY","HOMESTEAD RD",50,"N","N","2008-01-12",9340,"2007-08-19",2025,"01839",,"2","6","0","2",,"2","610","-","N",,0,0,,,0,,,,"N",2,"A","-",21658,"A","N","A","H","-","C","D","0","Y","A","08",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3438421",-122.014223054,37.3454360962,2007,"4316","0","2","4","01",0,1,"A",,,,,"Y",2100,10,"A","C","A","S WOLFE","MARION WY",0,,"Y","2008-04-26",4316,"2007-10-30",1903,"10383","62","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"Y",4,"A","-",23153,"A","F","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3438425",-122.012023057,37.3809356689,2007,"4316","0","5","4","08",0,1,"A",,"Y",,,"Y",1200,10,"B","G","A","WOLFE RD","ARQUES AV",0,,"Y","2008-04-26",4316,"2007-10-19",918,"13542","27","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"M","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3438453",-122.014233053,37.3411483765,2007,"4316","0","3","4","03",0,2,"A",,,,,,2100,10,"C","C","A","WOLFE RD","INVERNESS AV",90,"S","N","2008-04-26",4316,"2007-10-31",1854,"14553","62","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3438457",-121.995700997,37.3936309814,2007,"4316","0","2","4","03",0,2,"A",,,,,,2100,10,"C","C","A","LAWRENCE EXPWY","BRIDGEWOOD",24,"N","N","2008-04-26",4316,"2007-10-30",1930,"14458","25","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","C","A","0","Y","I","09",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3438495",-122.064799798,37.334048408,2007,"4316","1","5","3","03",0,2,"B",,,,,,1500,10,"F","A","A","RT 280","FOOTHILL EXPWY",600,"S","N","2008-04-29",9340,"2007-10-12",1438,"01816",,"2","6","0","1",,"2","282","C","Y","SCL",4,280,"-","-",11.34,"H","-","N","Y",1,"A","-",22350,,"N","B","H","-","A","D","1","Y","A","01",0,2,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3438613",-122.011249214,37.4065582483,2007,"4316","3","3","4","08",0,1,"A",,,,,,2100,10,"E","J","A","RT 237","FAIR OAKS",100,"E","N","2008-04-30",9340,"2007-10-10",2050,"15052",,"2","6","0","1",,"2","220","-","Y","SCL",4,237,"-","R",3.99,"H","-","W","Y",1,"A","-",22107,,"N","A","H","-","C","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3439310",-121.995925225,37.3934631348,2007,"4316","0","5","3","08",0,1,"A",,,"Y",,,2400,11,"F","J","A","LAWRENCE EXPWY","LAKEWOOD DR",30,"S","N","2008-05-19",4316,"2007-11-02",2200,"10449","24","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",1,"A","-",22107,,"N","A","H","-","C","D","0","Y","C","02",0,1,0,0,0,0,0,0,1,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3439326",-121.997199285,37.3377952576,2007,"4316","0","5","4","08",0,1,"A",,,,,"Y",1800,11,"C","C","A","HOMESTEAD RD","LAWRENCE EXPWY",400,"W","N","2008-05-19",4316,"2007-11-02",1600,"14396","63","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3439358",-122.024473868,37.361500121,2007,"4316","0","6","3","01",0,1,"A",,,,,"Y",300,11,"C","C","A","RT 82","FAIR OAKS AV",35,"E","N","2008-07-01",4316,"2007-11-03",34,"15923","42","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",16.15,"H","-","N","Y",2,"A","-",23153,"A","F","A","H","-","C","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3439562",-121.995926671,37.3934059143,2007,"4316","0","6","4","08",0,1,"A",,,,,,1800,10,"E","I","A","LAWRENCE","LAKEWOOD",50,"S","N","2008-05-05",4316,"2007-10-06",1730,"14139",,"5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3441684",-122.015141888,37.3887290955,2007,"4316","0","3","3","03",0,1,"A",,,,,,900,11,"C","C","A","FAIR OAKS AV","DUANE AV",33,"S","N","2008-05-22",4316,"2007-11-14",804,"10352","14","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3441716",-122.026063056,37.3520965576,2007,"4316","0","4","3","01",0,1,"A","Y",,,,"Y",2100,11,"G","B","D","FREMONT AV","FLOYD AV",0,,"Y","2008-05-22",4316,"2007-11-15",2015,"14345","62","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"N",2,"A","-",23153,"A","N","A","H","-","C","D","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3441751",-122.027488788,37.388671875,2007,"4316","0","7","4","08",0,1,"A",,,,,,1500,11,"B","C","A","MAUDE","STOWELL",174,"W","N","2008-05-21",4316,"2007-11-11",1355,"14828","1","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3443939",-121.993959483,37.4101856483,2007,"4316","3","2","4","03",0,2,"A",,,,,,2400,10,"C","C","A","RT 237","LAWRENCE EXPWY",1004,"E","N","2008-05-20",9340,"2007-10-02",2355,"01830",,"3","6","0","1",,"2","230","-","Y","SCL",4,237,"-","R",4.79,"H","-","E","Y",3,"A","-",22350,,"N","A","H","-","C","D","1","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3443959",-121.995041274,37.4099499206,2007,"4316","3","2","4","03",0,1,"A",,,,,"Y",2400,10,"E","I","A","RT 237","LAWRENCE EXPWY",984,"E","N","2008-05-20",9340,"2007-10-02",2350,"01830",,"3","6","0","1",,"2","230","-","Y","SCL",4,237,"-","R",4.745,"R","1","E","Y",1,"A","-",22350,,"N","A","H","-","C","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3444105",-122.00188102,37.323953677,2007,"4316","1","5","4","03",0,2,"A",,,,,,1800,9,"C","C","A","RT 280","LAWRENCE EXPWY",1584,"N","N","2008-05-05",9340,"2007-09-28",1740,"01817",,"2","6","0","1",,"2","282","-","Y","SCL",4,280,"-","-",7.48,"H","-","S","Y",3,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3444149",-121.991553055,37.389984984,2007,"4316","2","5","4","08",0,1,"A",,,,,,1500,9,"E","I","A","RT 101","LAWRENCE EXPWY",528,"S","N","2008-05-02",9340,"2007-09-21",1230,"01850",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",43.753,"R","2","N","Y",1,"A","-",22107,,"N","A","H","-","A","D","1","Y","A","07",0,0,1,0,0,0,0,0,0,"T","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3444708",-122.056395989,37.3560142517,2007,"4316","0","4","3","03",0,11,"A",,,,,,900,9,"A","I","A","SYRACUSE DR","KELSEY DR",131,"W","N","2007-12-29",4316,"2007-09-06",740,"13541","51","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","A","B","0","Y","I","11",0,6,5,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3448314",-122.035555852,37.348526001,2007,"4316","0","1","3","17",0,1,"A",,"Y",,,,900,9,"B","G","A","CASCADE DR","SELO DR",5,"E","N","2008-02-05",4316,"2007-09-10",800,"13877","55","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",22517,,"N","A","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3450299",-122.041842149,37.402107426,2007,"4316","2","2","4","07",0,1,"A",,,,,,1800,10,"C","C","A","RT 101","ELLIS ST",3168,"S","N","2008-05-20",9340,"2007-10-23",1650,"18679",,"2","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",46.41,"H","-","N","Y",2,"A","-",21658,"A","N","A","H","-","A","D","1","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3450661",-122.02770476,37.3590431213,2007,"4316","0","3","3","17",0,1,"A",,,,,,300,11,"E","I","A","REMINGTON CT","MANET DR",20,"E","N","2008-05-19",4316,"2007-11-07",30,"14398","62","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"Y",1,"A","-",21663,,"N","A","H","-","C","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3450693",-122.029078991,37.3679428101,2007,"4316","0","2","3","08",0,2,"A",,,,,,1800,11,"D","C","A","OLD SAN FRANCISCO RD","BAYVIEW AV",75,"W","N","2008-05-19",4316,"2007-11-06",1751,"14372","34","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","A","H","-","B","D","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3450697",-122.019768761,37.386138916,2007,"4316","0","4","3","09",0,2,"B",,,,,,900,11,"D","C","A","MAUDE AV","ROOSEVELT AV",180,"E","N","2008-05-19",4316,"2007-11-01",756,"13542","15","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","B","D","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3460975",-122.044033063,37.3851547241,2007,"4316","0","4","4","12",0,2,"A",,,,,,2100,11,"A","C","A","MARY AV","CALIFORNIA AV",0,,"Y","2008-06-11",4316,"2007-11-08",1803,"14129","13","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3461072",-122.043543063,37.3866844177,2007,"4316","0","4","3","08",0,1,"A",,"Y",,,,2100,11,"B","G","A","MARY AV","CENTRAL EXPWY",0,,"Y","2008-06-10",4316,"2007-11-01",1949,"15837","13","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","C","A","0","Y","A","01",0,1,0,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3461116",-122.0247922,37.361523292,2007,"4316","0","5","4","03",0,2,"A",,,,,,1500,11,"C","C","A","RT 82","FAIR OAKS",40,"W","N","2008-06-26",4316,"2007-11-09",1258,"12585",,"5","6","0","0",,"0","006","-","Y","SCL",4,82,"-","-",16.17,"H","-","S","N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3461120",-122.001525926,37.35217498,2007,"4316","0","6","4","04",0,1,"-",,,,,,1800,11,"C","C","A","EL CAMINO REAL","HELEN AV",201,"W","N","2008-06-20",4316,"2007-11-10",1516,"56593","63","5","6","0","0",,"0","006","-","Y","SCL",4,82,"-","-",14.62,"H","-","S","N",2,"A","-",21703,,"N","-","-","-","-","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3461165",-122.03624306,37.3717155457,2007,"4316","0","3","4","12",0,1,"A",,,,,,1800,10,"D","C","A","MATHILDA AV","OLIVE AV",0,,"Y","2008-04-07",4316,"2007-10-31",1629,"1429","33","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3465624",-122.043543063,37.3866844177,2007,"4316","0","3","4","09",0,2,"A",,,,,,900,11,"A","C","A","CENTRAL EXPWY","MARY",0,,"Y","2008-05-31",4316,"2007-11-21",614,"10329","1","5","6","0","0",,"0","013","-","N",,0,0,,,0,,,,"N",2,"A","-",21453,"C","N","A","H","-","B","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3466983",-122.077485053,37.411597899,2007,"4316","2","7","3","03",0,1,"A",,,,,"Y",600,9,"C","C","A","RT 101","RT 237",13200,"N","N","2008-05-02",9340,"2007-09-30",525,"01850",,"3","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",48.63,"H","-","S","Y",2,"A","-",22350,,"N","A","H","-","D","D","0","Y","A","08",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3468038",-122.02135004,37.4042213161,2007,"4316","3","2","4","03",0,1,"A",,,,,,2100,10,"E","I","A","RT 237","MATHILDA AV",1056,"W","N","2008-04-17",9340,"2007-10-23",1930,"15052",,"2","6","0","1",,"2","220","-","Y","SCL",4,237,"-","-",3.24,"H","-","W","Y",1,"A","-",22350,,"N","A","H","-","C","D","1","Y","A","08",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3468048",-122.011931218,37.4064048249,2007,"4316","3","3","4","03",0,1,"B",,,,,,900,10,"C","C","A","RT 237","FAIROAKS",100,"W","N","2008-04-22",9340,"2007-10-10",745,"14436",,"1","6","0","1",,"2","220","C","Y","SCL",4,237,"-","R",3.95,"H","-","W","N",3,"A","-",22350,,"N","B","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3468070",-122.059813061,37.3487949753,2007,"4316","3","1","4","03",0,1,"A",,,,,,1800,10,"C","C","A","RT 85","FREMONT AV",100,"S","N","2008-05-14",9340,"2007-10-22",1750,"16504",,"2","6","0","1",,"2","085","-","Y","SCL",4,85,"-","R",19.734,"R","1","N","Y",4,"A","-",22350,,"N","A","H","-","A","D","6","Y","A","01",0,0,1,0,0,0,0,0,0,"T","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3468088",-122.034513064,37.400514982,2007,"4316","2","6","4","03",0,1,"A",,,,,,1800,11,"C","C","A","RT 101","MATHILDA AV",2640,"N","N","2008-07-08",9340,"2007-11-03",1550,"01793",,"2","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",46.154,"R","4","N","N",2,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3468283",-122.007575242,37.35213784,2007,"4316","0","5","3","05",0,1,"A",,"Y",,,,900,11,"D","G","A","EL CAMINO REAL","POPLAR AV",300,"W","N","2008-06-12",4316,"2007-11-30",735,"13250","43","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",14.95,"H","-","S","N",2,"A","-",21650,"1","N","A","H","-","A","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3468287",-121.995786556,37.3921928406,2007,"4316","0","5","4","03",0,2,"A",,,,,,2100,11,"C","C","A","LAWRENCE EXPWY","BRIDGEWOOD WY",500,"S","N","2008-06-23",4316,"2007-11-30",1851,"10314","24","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",4,"A","-",22350,,"N","A","H","-","C","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3468295",-122.023933603,37.3567733765,2007,"4316","0","5","3","13",0,1,"A",,,,,,1800,11,"G","B","A","MICHEALANGELO DR","CRESCENT",700,"N","N","2008-06-07",4316,"2007-11-30",1746,"15838","61","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"N",1,"A","-",22515,"A","N","A","H","-","C","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3470734",-122.007823058,37.3970451355,2007,"4316","0","2","4","09",0,1,"A",,,,,,1800,11,"D","C","A","HIDDENLAKE DR","LAKEFAIR DR",0,,"Y","2008-04-11",4316,"2007-11-20",1545,"10314","21","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3470738",-122.030762787,37.389755249,2007,"4316","0","3","3","08",0,1,"A",,"Y",,,,1200,11,"E","I","A","MAUDE AV","MATHILDA AV",50,"W","N","2008-04-11",4316,"2007-11-14",1012,"10352","13","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3470747",-122.034567448,37.3520545959,2007,"4316","0","2","4","08",0,1,"A",,"Y",,,,900,11,"D","G","A","FREMONT AV","SYDNEY DR",10,"W","N","2008-04-11",4316,"2007-11-20",744,"14225",,"5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"3470750",-121.997652348,37.3668365479,2007,"4316","0","1","4","11",0,1,"A","Y",,,,"Y",2100,11,"G","B","D","REED AV","WILLOW AV",160,"E","N","2008-04-11",4316,"2007-11-19",1829,"15924",,"5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","C","D","0","Y","N","60",0,0,1,0,1,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
