"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"2413362",-121.995973057,37.403503418,2006,"4316","0","6","4","09",0,2,"B",,,,,,1500,1,"D","F","A","LAWRENCE EXPWY","TASMAN DR",0,,"Y","2006-05-06",4316,"2006-01-07",1248,"14461","22","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"C","N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2413367",-122.01336891,37.3940429688,2006,"4316","0","5","4","03",0,2,"A",,,,,"Y",1200,1,"C","C","A","FAIR OAKS","AHWANEE AV",253,"N","N","2006-06-08",4316,"2006-01-06",1003,"15148","12","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2413382",-122.044033063,37.3851547241,2006,"4316","0","3","4","09",0,1,"A",,"Y",,,,1200,1,"D","G","A","MARY AV","CALIFORNIA AV",0,,"Y","2006-05-19",4316,"2006-01-04",1100,"13848","12","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21802,"B","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2413390",-122.049933062,37.3682746887,2006,"4316","0","3","3","09",0,1,"A",,,,,,1800,1,"D","C","A","SOUTH MARY","CAMBRIDGE AV",0,,"Y","2006-05-19",4316,"2006-01-04",1740,"15143","51","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","C","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2413402",-122.030678343,37.3891601563,2006,"4316","0","2","4","03",0,1,"A",,,,,,1500,1,"D","C","A","MATHILDA AV","MAUDE AV",200,"S","N","2006-05-19",4316,"2006-01-03",1217,"13848","12","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2413406",-122.030683058,37.3590164185,2006,"4316","0","2","4","-",0,1,"B",,,,,,2100,1,"D","C","A","REMINGTON","AZURE",0,,"Y","2006-05-19",4316,"2006-01-03",1817,"10043","51","5","6","0","0",,"0","052","-","N",,0,0,,,0,,,,"Y",2,"-","-",0,,"N","A","H","-","C","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2413410",-122.030754761,37.3838844299,2006,"4316","0","2","4","03",0,1,"B",,,,,,900,1,"E","I","A","CENTRAL EXPWY","SAN ANSELMO WY",125,"E","N","2006-05-19",4316,"2006-01-03",700,"11145","16","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","B","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2413418",-122.039342793,37.3593978882,2006,"4316","0","1","4","08",0,1,"C",,,,,,1800,1,"C","E","A","REMINGTON DR","HOLLENBECK AV",635,"E","N","2006-05-19",4316,"2006-01-02",1509,"14956","52","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","B","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2413426",-122.062313062,37.3555349766,2006,"4316","0","2","4","12",0,1,"B",,,,,,1500,1,"D","C","A","FREMONT AV","RT 85",0,,"Y","2006-06-01",4316,"2006-01-03",1223,"26616",,"5","6","0","0",,"0","005","-","Y","SCL",4,85,"-","R",20.031,"R","4","S","Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","S","SUNNYVALE","SANTA CLARA","CA",0,0
"2413429",-122.03449306,37.376865387,2006,"4316","0","1","4","12",0,1,"C",,,,,,1800,1,"D","C","A","MATHILDA","WASHINGTON",0,,"Y","2006-05-19",4316,"2006-01-02",1704,"12008","33","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","B","H","-","B","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2413438",-122.046093559,37.371445982,2006,"4316","0","2","3","03",0,1,"B",,,,,,900,1,"C","E","A","RT 82","MARY AV",689,"E","N","2006-05-30",4316,"2006-01-03",730,"13542","33","5","6","0","0",,"0","003","-","Y","SCL",4,82,"-","-",17.56,"H","-","N","Y",2,"A","-",22350,,"N","B","H","-","B","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2422501",-122.048143062,37.3729057312,2006,"4316","0","2","4","09",0,1,"A",,,,,,1500,1,"D","C","A","MARY AV","OLIVE AV",0,,"Y","2006-05-25",4316,"2006-01-10",1217,"14997","32","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2422505",-122.054726027,37.3786964417,2006,"4316","0","2","4","08",0,3,"A",,,,,,600,1,"A","E","A","BERNARDO","MCKINLEY",15,"S","N","2006-05-25",4316,"2006-01-10",559,"14977","31","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",3,"A","-",22107,,"N","A","H","-","C","D","0","Y","A","01",0,0,3,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2422513",-122.047583748,37.3746032715,2006,"4316","0","4","4","09",0,1,"A",,,,,,900,1,"D","C","A","MARY","SUTTER AV",144,"S","N","2006-06-05",4316,"2006-01-12",707,"26616",,"5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",3,"A","-",21804,"A","N","A","H","-","A","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2426773",-121.996023056,37.3869056702,2006,"4316","4","2","4","03",0,1,"B",,,,,,1200,1,"C","C","A","LAWRENCE EXPWY","DUANE AV",30,"N","N","2006-05-11",9340,"2006-01-03",1100,"14436",,"1","6","0","2",,"2","620","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2430247",-121.815976777,37.302480206,2006,"4316","2","3","4","03",0,2,"B",,,,,,300,1,"C","C","A","RT 101","LAWRENCE EXPWY",250,"S","N","2006-06-12",9340,"2006-01-04",200,"01801",,"3","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",31.554,"R","2","N","Y",2,"A","-",22350,,"F","A","H","-","D","D","1","Y","-","99",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2443328",-121.996294968,37.3737754822,2006,"4316","4","1","4","03",0,1,"B",,,,,,1500,1,"C","C","A","LAWRENCE EXPWY","KIFER RD",55,"S","N","2006-05-26",9340,"2006-01-09",1335,"01743",,"1","6","0","2",,"2","610","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2443351",-122.022553061,37.397904983,2006,"4316","2","2","4","03",0,1,"B",,,,,,900,1,"C","C","A","RT 101","MATHILDA AV",1100,"S","N","2006-05-23",9340,"2006-01-10",740,"01424",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",45.47,"H","-","N","Y",4,"A","-",22350,,"N","A","H","-","A","D","1","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2443361",-122.036702867,37.382976532,2006,"4316","0","2","4","03",0,1,"A",,,"Y",,,1200,1,"C","C","A","CALIFORNIA","PASTORIA",18,"E","N","2006-05-06",4316,"2006-01-17",1130,"14379","1","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,1,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2443365",-122.010807925,37.4092750549,2006,"4316","0","2","4","09",0,1,"A",,,,,,1500,1,"D","C","A","CROSSMAN","JAVA",300,"N","N","2006-05-06",4316,"2006-01-17",1230,"14379",,"5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","A","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2443405",-122.014233053,37.3379898071,2006,"4316","0","7","4","03",0,1,"A",,,,,,2100,1,"C","C","A","WOLFE RD","HOMESTEAD RD",100,"N","N","2006-05-05",4316,"2006-01-15",1800,"14456","62","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2443421",-122.002759481,37.3959579468,2006,"4316","0","5","4","03",0,1,"B",,,,,,2400,1,"D","C","A","LAKEHAVEN DR","MEADOWLAKE DR",245,"E","N","2006-05-06",4316,"2006-01-13",2110,"14373","24","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"M","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2443476",-122.014213054,37.3521842957,2006,"4316","0","3","4","12",0,1,"A",,,,,,1200,1,"D","C","A","WOLFE RD","FREMONT AV",0,,"Y","2006-06-02",4316,"2006-01-18",1016,"82170","62","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,"Y",3,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2443479",-122.056935605,37.373991716,2006,"4316","0","7","4","03",0,1,"A",,,,,,1500,1,"C","C","A","RT 82","BERNARDO AV",220,"W","N","2006-05-25",4316,"2006-01-22",1323,"14399","51","5","6","0","0",,"0","005","-","Y","SCL",4,82,"-","-",18.18,"H","-","S","Y",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2443492",-122.03281195,37.382232666,2006,"4316","0","3","4","03",0,1,"B",,,,,,1200,1,"C","C","A","MATHILDA","CALIFORNIA",25,"N","N","2006-05-05",4316,"2006-01-18",1100,"14379","1","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","B","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2443511",-122.044173059,37.35206604,2006,"4316","0","5","4","09",0,1,"B",,,,,,900,1,"D","C","A","FREMONT","NELSON",0,,"Y","2006-05-05",4316,"2006-01-20",811,"10043","52","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2446347",-122.052639948,37.37292749,2006,"4316","0","4","3","09",0,1,"A","Y",,,,,1200,1,"D","B","F","RT 82","GRAPE AV",100,"E","N","2006-05-25",4316,"2006-01-26",1050,"11145","51","5","6","0","0",,"0","005","-","Y","SCL",4,82,"-","-",17.93,"H","-","N","N",2,"A","-",21804,"A","N","A","H","-","A","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2446375",-122.028398466,37.3778648376,2006,"4316","0","5","4","03",0,1,"A",,,,,,1800,1,"C","C","A","SUNNYVALE AV","EVELYN AV",250,"S","N","2006-05-05",4316,"2006-01-27",1530,"14396","34","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2446395",-122.030003061,37.3919639587,2006,"4316","0","7","3","01",0,1,"C",,,,,"Y",300,1,"A","I","A","MATHILDA AV","DEL REY CT",0,,"Y","2006-05-05",4316,"2006-01-29",230,"13539","13","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",1,"A","-",23153,,"N","B","H","-","C","A","0","Y","A","07",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2446809",-122.025848531,37.4033950707,2006,"4316","3","6","4","08",0,1,"C",,,,,,1200,1,"E","I","A","RT 237","MATHILDA AV",100,"E","N","2006-05-25",9340,"2006-01-14",1130,"01521",,"1","6","0","1",,"2","220","-","Y","SCL",4,237,"-","-",3.04,"H","-","W","Y",1,"A","-",22107,,"N","B","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2446865",-122.05887298,37.3357234117,2006,"4316","3","6","4","03",0,1,"B",,,,,"Y",300,1,"E","I","A","RT 85","RT 280",150,"N","N","2006-05-26",9340,"2006-01-14",130,"01722",,"3","6","0","1",,"2","085","C","Y","SCL",4,85,"-","R",18.672,"R","2","S","Y",1,"A","-",22350,,"N","B","H","-","D","D","6","Y","A","07",0,0,1,0,0,0,0,0,0,"T","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2449041",-122.030547981,37.3902053833,2006,"4316","0","1","3","03",0,1,"A",,,,,,2100,1,"E","I","A","MATHILDA AV","MAUDE AV",183,"N","N","2006-05-05",4316,"2006-01-23",1813,"14378","14","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2449061",-122.03071306,37.3816757202,2006,"4316","0","5","3","09",0,1,"A",,,,,,1800,1,"D","C","A","CALIFORNIA AV","SAN ANSELMO WY",0,,"Y","2006-05-05",4316,"2006-01-27",1528,"14396","16","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2449077",-121.990489597,37.4056968689,2006,"4316","0","2","3","08",0,1,"A",,,"Y",,,2100,1,"H","J","A","HAMMERWOOD AV","ELKO DR",250,"S","N","2006-05-05",4316,"2006-01-24",1845,"14465","23","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",1,"A","-",22107,,"N","A","H","-","C","D","0","Y","C","02",0,1,0,0,0,0,0,0,1,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2460745",-122.021683373,37.4041454076,2006,"4316","3","3","4","03",0,1,"C",,,,,,900,1,"B","C","A","RT 237","MATHILDA AV",1056,"E","N","2006-06-08",9340,"2006-01-18",825,"01208",,"1","6","0","1",,"2","220","-","Y","SCL",4,237,"-","-",3.22,"H","-","W","Y",2,"A","-",22350,,"N","B","H","-","A","D","1","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2461288",-121.991769642,37.389854429,2006,"4316","2","1","3","07",0,1,"A",,,,,,900,1,"B","C","A","RT 101","LAWRENCE EXPWY",500,"S","N","2006-05-24",9340,"2006-01-23",800,"01622",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",43.77,"H","-","S","Y",2,"A","-",21658,"A","N","A","H","-","A","D","1","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463135",-121.995995194,37.3818969727,2006,"4316","4","2","4","03",0,1,"A",,,,,,900,1,"C","C","A","LAWRENCE EXPWY","ARQUES AV",528,"N","N","2006-05-22",9340,"2006-01-31",855,"01208",,"1","6","0","2",,"2","620","-","N",,0,0,,,0,,,,"Y",4,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463281",-122.00539869,37.352300332,2006,"4316","0","1","3","12",0,1,"A",,,,,,2100,2,"D","C","A","RT 82","HENDERSON AV",0,,"Y","2006-06-23",4316,"2006-02-06",1910,"14456","43","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",14.832,"I","5","N","Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463285",-122.03677077,37.36902313,2006,"4316","0","1","4","12",0,1,"A",,,,,,1800,2,"D","C","A","RT 82","MATHILDA AV",0,,"Y","2006-06-16",4316,"2006-02-06",1711,"14956","52","5","6","0","0",,"0","005","-","Y","SCL",4,82,"-","-",17.035,"I","5","S","Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463289",-122.023255841,37.360480168,2006,"4316","0","7","4","08",0,1,"A",,,,,,2100,2,"B","E","A","RT 82","FAIR OAKS",600,"E","N","2006-06-15",4316,"2006-02-05",1840,"14350","42","5","6","0","0",,"0","004","-","Y","SCL",4,82,"-","-",16.05,"H","-","N","Y",2,"A","-",22107,,"N","A","H","-","C","D","0","Y","A","08",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463293",-122.02319739,37.360195785,2006,"4316","0","1","4","01",0,1,"A",,,,,"Y",300,2,"C","E","A","RT 82","REMINGTON AV",615,"S","N","2006-06-14",4316,"2006-02-06",100,"13539","61","5","6","0","0",,"0","006","-","Y","SCL",4,82,"-","-",16.04,"H","-","S","Y",2,"A","-",23152,"B","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463298",-122.061343064,37.3690948486,2006,"4316","0","6","3","09",0,2,"B",,,,,,1200,2,"D","C","A","KNICKERBOCKER DR","SUSAN WY",0,,"Y","2006-06-07",4316,"2006-02-04",946,"14396","51","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","D","0","Y","A","01",0,2,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463301",-122.006109019,37.352124981,2006,"4316","0","6","4","08",0,1,"C",,,,,,600,1,"E","I","A","RT 82","HENDERSON AV",0,,"Y","2006-05-25",4316,"2006-01-28",500,"15030","4","5","6","0","0",,"0","004","G","Y","SCL",4,82,"-","-",14.87,"H","-","S","Y",1,"A","-",22107,,"N","B","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463309",-122.041341156,37.3520698547,2006,"4316","0","2","4","03",0,1,"A",,,,,,1500,1,"C","C","A","FREMONT AV","HOLLENBECK AV",50,"E","N","2006-05-19",4316,"2006-01-31",1445,"11145","52","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",3,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463317",-122.047203062,37.3727264404,2006,"4316","0","4","4","09",0,1,"A",,,,,,1500,2,"D","C","A","OLIVE AV","MOLINO AV",0,,"Y","2006-06-15",4316,"2006-02-02",1305,"98107","33","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463318",-122.050178483,37.3520736694,2006,"4316","0","2","4","00",0,1,"A",,"Y",,,,2100,1,"H","A","A","FREMONT","MARY",106,"E","N","2006-05-09",4316,"2006-01-31",1847,"14954","53","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",1,"D","-",0,,"N","A","H","-","C","D","0","Y","-","-",0,0,1,0,0,0,1,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2463321",-122.021153057,37.3670463562,2006,"4316","0","4","4","21",0,1,"B",,,,,,1800,2,"D","C","A","OLD SAN FRANCISCO RD","GRAND FIR AV",0,,"Y","2006-06-07",4316,"2006-02-02",1601,"12969","42","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",22106,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2466417",-122.034513064,37.400514982,2006,"4316","2","3","4","03",0,1,"A",,,,,,900,1,"C","C","A","RT 101","RT 237",500,"E","N","2006-05-26",9340,"2006-01-25",635,"14436",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",46.154,"R","1","N","Y",2,"A","-",22350,,"N","A","H","-","C","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"C","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2466489",-122.014429667,37.396117557,2006,"4316","2","7","4","07",0,1,"A",,,,,,900,1,"B","C","A","RT 101","FAIR OAKS AV",100,"N","-","2006-05-30",9340,"2006-01-22",845,"15213",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",44.85,"H","-","N","Y",2,"A","-",21658,"A","F","A","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2466505",-122.022779894,37.397953591,2006,"4316","2","2","4","03",0,1,"A",,,,,,900,1,"C","C","A","RT 101","MATHILDA AV",1000,"S","N","2006-05-24",9340,"2006-01-24",830,"14436",,"1","6","0","1",,"2","120","-","Y","SCL",4,101,"-","-",45.49,"H","-","N","Y",3,"A","-",22350,,"N","A","H","-","A","D","1","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2472091",-122.031658404,37.3856735229,2006,"4316","0","2","4","03",0,1,"A",,,,,,1800,2,"C","C","A","MATHILDA AV","INDIO WY",200,"S","N","2006-06-02",4316,"2006-02-07",1500,"14139",,"5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2472100",-122.032429087,37.3583374023,2006,"4316","0","1","4","03",0,2,"A",,,,,,1500,2,"C","C","A","SUNNYVALE SARATOGA RD","REMINGTON DR",250,"S","N","2006-06-01",4316,"2006-02-13",1345,"11145","52","5","6","0","0",,"0","005","B","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","08",0,0,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2472122",-122.028802799,37.3956336975,2006,"4316","0","3","4","09",0,1,"A",,,,,,1500,2,"D","C","A","MATHILDA AV","ALMANOR AV",60,"S","N","2006-06-09",4316,"2006-02-08",1430,"14139","12","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",3,"A","-",21804,"A","N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2472135",-121.996062391,37.3960723877,2006,"4316","0","5","2","01",0,1,"A",,,,,"Y",2400,2,"E","I","A","LAKEHAVEN DR","LAWRENCE EXPWY",55,"W","N","2006-06-02",4316,"2006-02-10",2226,"14396","27","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","C","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2476773",-122.000263057,37.392334984,2006,"4316","4","6","1","01",1,3,"B",,,,,"Y",300,1,"D","C","A","LAWRENCE EXPWY","RT 101",0,,"Y","2007-06-19",9340,"2006-01-14",210,"01799",,"3","6","0","2",,"2","620","C","Y","SCL",4,101,"-","-",43.953,"R","4","S","Y",2,"A","-",23152,"A","F","B","H","-","C","A","1","Y","D","22",2,1,0,0,0,0,0,0,0,"-","T","SUNNYVALE","SANTA CLARA","CA",0,0
"2482247",-122.041080038,37.37024111,2006,"4316","0","5","4","03",0,1,"C",,,,,,1800,2,"B","I","A","WEST EL CAMINO REAL","HOLLENBECK",120,"W","N","2006-06-09",4316,"2006-02-17",1504,"14761","33","5","6","0","0",,"0","003","-","Y","SCL",4,82,"-","-",17.28,"H","-","N","Y",1,"A","-",22350,,"N","B","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2482262",-122.016464517,37.3520965576,2006,"4316","0","6","4","01",0,1,"B",,,,,"Y",2400,2,"C","C","A","E FREMONT","KINGFISHER DR",110,"E","N","2006-07-11",4316,"2006-02-18",2212,"13250","62","5","6","0","0",,"0","006","-","N",,0,0,,,0,,,,,2,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2482271",-122.043752633,37.370920431,2006,"4316","0","2","3","11",0,1,"A","Y",,,,"Y",2100,1,"G","B","D","RT 82","HOLLENBECK AV",905,"W","N","2006-05-30",4316,"2006-01-31",1900,"11145","33","5","6","0","0",,"0","003","-","Y","SCL",4,82,"-","-",17.43,"H","-","N","N",2,"A","-",21955,,"N","A","H","-","C","D","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
"2482287",-122.034673057,37.3421936035,2006,"4316","0","2","3","09",0,3,"A",,,,,,1200,2,"D","C","A","TENAKA PL","GRANGER TER",0,,"Y","2006-06-01",4316,"2006-02-14",930,"11145","56","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","A","D","0","Y","A","01",0,1,2,0,0,0,0,0,0,"-","-","SUNNYVALE","SANTA CLARA","CA",0,0
